Cenario,BandA,BandB,RTTA,RTTB,SentA,SentB,Sent,Retrans,Lost,Time
1,5,5,0.0846,0.0846,,,0,0,0,
2,5,5,0.0804,0.0804,,,0,0,0,
3,5,5,0.1084,0.1084,,,0,0,0,
4,5,5,0.3746,0.3746,,,0,0,0,
5,5,5,0.4457,0.4457,,,0,0,0,
6,5,5,0.0881,0.0881,,,0,0,0,
7,5,5,0.0806,0.0806,,,0,0,0,
8,5,5,0.0871,0.0871,,,0,0,0,
9,5,5,0.0983,0.0983,,,0,0,0,
10,5,5,0.0793,0.0793,,,0,0,0,
