Cenario,BandA,BandB,RTTA,RTTB,SentA,SentB,Sent,Retrans,Lost,Time
1,5,5,0.0808,0.0808,,,0,0,0,
2,5,5,0.3653,0.3653,,,0,0,0,
3,5,5,0.1005,0.1005,,,0,0,0,
4,5,5,0.10977,0.10977,,,0,0,0,
5,5,5,0.0881,0.0881,,,0,0,0,
6,5,5,0.0923,0.0923,,,0,0,0,
7,5,5,0.0944,0.0944,,,0,0,0,
8,5,5,0.0836,0.0836,,,0,0,0,
9,5,5,0.0852,0.0852,,,0,0,0,
10,5,5,0.0845,0.0845,,,0,0,0,
