eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
83.15,4.63,402.29,18.93
70.87,4.21,304.13,14.79
70.86,3.90,395.64,20.15
70.86,3.27,394.17,17.58
69.39,2.44,395.65,16.23
70.86,2.84,395.64,15.73
70.86,2.79,326.27,13.10
70.87,1.80,394.24,16.13
70.86,1.80,395.65,14.70
69.44,2.68,394.48,17.61
70.87,2.08,0.00,0.00
70.86,3.12,0.00,0.00
70.86,3.32,0.00,0.00
70.90,2.27,0.00,0.00
69.39,3.43,0.00,0.00
70.86,2.49,0.00,0.00
70.86,1.95,0.00,0.00
70.85,1.73,0.00,0.00
69.38,1.66,0.00,0.00
70.92,1.73,0.00,0.00
70.86,2.65,0.00,0.00
70.86,2.16,0.00,0.00
70.86,1.73,0.00,0.00
69.39,1.93,0.00,0.00
70.88,2.80,0.00,0.00
70.87,2.18,0.00,0.04
70.86,2.93,0.00,0.04
70.86,2.51,0.00,0.04
69.39,2.80,0.00,0.04
70.86,3.43,0.00,0.04
70.86,2.96,0.00,0.04
70.87,2.97,0.00,0.00
70.91,2.70,0.00,0.04
69.39,3.15,0.00,0.04
70.86,2.68,0.00,0.04
70.86,2.78,0.00,0.00
70.86,3.45,0.00,0.00
69.39,1.73,0.00,0.00
70.87,1.73,0.00,0.00
70.86,1.73,0.00,0.00
70.86,2.98,0.00,0.04
70.86,3.45,0.00,0.04
69.38,2.70,0.00,0.04
70.87,3.76,0.00,0.00
70.86,3.52,0.00,0.00
70.86,3.63,0.00,0.00
70.86,2.84,0.00,0.00
69.39,2.55,0.00,0.00
70.92,2.75,0.00,0.00
70.87,2.61,0.00,0.00
70.86,2.85,0.00,0.00
70.90,3.26,0.00,0.00
69.39,2.93,0.00,0.00
70.86,2.47,0.00,0.00
70.89,1.88,0.00,0.00
70.87,1.73,0.00,0.00
69.39,2.24,0.00,0.04
70.86,3.74,0.00,0.04
70.86,2.61,0.00,0.04
70.86,2.62,0.00,0.00
70.86,2.79,0.00,0.00
69.39,2.98,0.00,0.00
70.86,2.42,0.00,0.00
70.86,1.73,0.00,0.00
70.86,1.73,0.00,0.00
70.86,2.40,0.00,0.00
69.38,2.89,0.00,0.00
70.86,3.25,0.00,0.00
70.86,3.46,0.00,0.00
70.86,3.18,0.00,0.00
70.86,2.54,0.00,0.00
69.39,2.62,0.00,0.00
70.86,3.16,0.00,0.00
70.86,2.70,0.00,0.00
70.86,1.73,0.00,0.00
70.87,2.94,0.00,0.00
69.38,3.52,0.00,0.00
70.91,2.77,0.00,0.00
70.86,2.77,0.00,0.00
70.86,2.92,0.00,0.00
69.39,2.62,0.00,0.00
70.86,1.73,0.00,0.00
70.86,1.73,0.00,0.00
70.86,3.00,0.00,0.00
70.86,2.61,0.00,0.00
69.39,2.13,0.00,0.00
70.86,2.40,0.00,0.00
70.86,2.84,0.00,0.00
70.86,3.52,0.00,0.04
70.87,3.18,0.00,0.04
69.39,2.61,0.00,0.04
70.87,1.83,0.00,0.00
70.89,3.59,0.00,0.00
70.87,2.32,0.00,0.00
70.87,2.57,0.00,0.00
69.39,3.57,0.00,0.00
70.87,3.18,0.00,0.00
70.87,3.14,0.00,0.00
70.87,2.73,0.00,0.00
69.39,2.02,0.00,0.00
70.87,3.26,0.00,0.00
70.87,1.95,0.00,0.00
70.87,3.09,0.00,0.00
70.87,2.61,0.00,0.00
69.38,1.66,0.00,0.00
70.87,2.67,0.00,0.00
70.93,2.68,0.00,0.00
70.86,2.91,0.00,0.00
70.92,3.41,0.00,0.00
69.38,2.75,0.00,0.00
70.86,2.70,0.00,0.00
70.87,2.70,0.00,0.00
70.86,2.43,0.00,0.00
69.45,2.60,0.00,0.00
70.87,2.95,0.00,0.00
70.86,2.59,0.00,0.00
70.86,2.02,0.00,0.00
70.87,3.27,0.00,0.00
69.38,2.78,0.00,0.00
70.86,2.91,0.00,0.00
70.86,1.73,0.00,0.00
70.86,3.52,0.00,0.00
70.87,3.47,0.00,0.00
69.39,2.99,0.00,0.00
70.88,2.62,0.00,0.00
66.43,2.97,0.00,0.00
70.86,1.73,0.00,0.00
69.39,1.73,0.00,0.00
70.86,2.87,0.00,0.00
70.86,2.51,0.00,0.00
70.87,3.14,0.00,0.00
70.86,2.62,0.00,0.00
69.39,3.28,0.00,0.00
70.87,2.16,0.00,0.00
70.86,3.30,0.00,0.00
70.86,2.78,0.00,0.00
70.91,3.33,0.00,0.00
69.39,3.33,0.00,0.00
70.86,2.92,0.00,0.00
70.86,2.24,0.00,0.00
70.86,1.73,0.00,0.00
69.39,3.01,0.00,0.00
70.94,2.97,0.00,0.00
70.86,2.89,0.00,0.00
70.86,3.47,0.00,0.00
70.86,3.14,0.00,0.00
69.39,2.95,0.00,0.00
70.86,2.32,0.00,0.00
70.87,3.29,0.00,0.00
70.86,2.64,0.00,0.00
70.86,1.73,0.00,0.00
69.38,3.57,0.00,0.00
70.86,2.16,0.00,0.00
70.86,3.07,0.00,0.00
70.86,2.47,0.00,0.00
70.87,2.75,0.00,0.00
69.39,1.73,0.00,0.00
70.86,3.34,0.00,0.00
70.86,3.40,0.00,0.00
70.87,2.42,0.00,0.00
69.38,3.10,0.00,0.00
62.00,2.76,0.00,0.00
73.81,3.14,0.00,0.00
70.86,3.10,0.00,0.00
70.87,3.31,0.00,0.00
70.88,2.81,0.00,0.00
69.39,2.21,0.00,0.00
70.86,2.24,0.00,0.00
70.86,1.73,0.00,0.00
70.86,3.13,0.00,0.00
70.87,2.82,0.00,0.00
69.38,1.73,0.00,0.00
70.86,1.73,0.00,0.00
70.86,2.69,0.00,0.00
70.86,2.02,0.00,0.00
69.39,2.25,0.00,0.00
70.88,3.13,0.00,0.00
70.86,2.09,0.00,0.00
70.86,2.31,0.00,0.00
70.86,3.36,0.00,0.00
69.46,3.11,0.00,0.00
70.86,1.73,0.00,0.00
70.86,3.53,0.00,0.00
70.91,3.12,0.00,0.00
70.87,3.39,0.00,0.00
69.39,1.66,0.00,0.00
70.86,2.78,0.00,0.00
70.87,2.87,0.00,0.00
70.86,3.54,0.00,0.00
69.44,2.42,0.00,0.00
70.87,2.87,0.00,0.00
70.86,2.42,0.00,0.00
70.86,2.51,0.00,0.00
70.86,2.99,0.00,0.00
69.39,2.70,0.00,0.00
70.93,2.10,0.00,0.00
70.87,2.50,0.00,0.00
70.86,3.49,0.00,0.00
70.87,3.18,0.00,0.00
69.39,3.54,0.00,0.00
70.86,3.30,0.00,0.00
70.85,1.73,0.00,0.00
70.86,1.93,0.00,0.00
69.39,3.25,0.00,0.00
70.87,2.73,0.00,0.00
70.86,3.25,0.00,0.00
70.86,2.56,0.00,0.00
70.86,2.02,0.00,0.00
69.39,1.73,0.00,0.00
70.86,2.88,0.00,0.00
70.86,2.83,0.00,0.00
70.86,1.83,0.00,0.00
70.88,3.46,0.00,0.00
69.39,2.76,0.00,0.00
70.86,2.10,0.00,0.00
70.87,3.00,0.00,0.00
70.86,2.03,0.00,0.00
70.86,3.73,0.00,0.00
69.39,2.43,0.00,0.00
70.86,3.37,0.00,0.00
70.86,2.63,0.00,0.00
70.86,2.87,0.00,0.00
70.87,3.00,0.00,0.00
69.39,2.93,0.00,0.00
70.86,3.41,0.00,0.00
70.86,2.61,0.00,0.00
70.86,2.61,0.00,0.00
69.39,3.50,0.00,0.00
70.86,2.37,0.00,0.00
70.87,3.67,0.00,0.00
70.86,3.41,0.00,0.00
70.86,1.73,0.00,0.00
69.39,3.38,0.00,0.00
70.86,3.14,0.00,0.00
70.86,3.35,0.00,0.00
70.89,1.95,0.00,0.00
70.88,2.40,0.00,0.00
69.39,2.34,0.00,0.00
70.86,3.49,0.00,0.00
70.86,2.68,0.00,0.00
70.86,2.60,0.00,0.00
70.86,3.28,0.00,0.00
69.38,2.24,0.00,0.00
70.86,2.32,0.00,0.00
70.86,2.44,0.00,0.00
70.87,3.07,0.00,0.00
70.88,2.24,0.00,0.00
