eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
119.61,6.98,592.57,26.94
107.76,4.07,587.51,22.21
106.29,4.46,587.56,19.67
107.77,4.35,589.06,21.18
107.83,4.06,587.88,22.29
106.31,3.46,587.68,20.76
107.77,3.68,587.58,24.11
107.76,3.44,588.99,23.03
106.35,3.30,587.88,20.73
107.87,3.37,588.13,25.03
107.77,3.93,0.00,0.07
106.29,3.58,0.00,0.00
107.79,4.52,0.00,0.00
107.77,5.31,0.00,0.00
106.29,4.29,0.00,0.00
107.76,3.70,0.00,0.00
107.77,4.40,0.00,0.00
107.78,2.74,0.00,0.00
106.29,4.04,0.00,0.00
107.77,4.42,0.00,0.00
107.81,4.63,0.00,0.00
106.29,4.46,0.00,0.00
107.75,4.52,0.00,0.00
107.81,4.47,0.00,0.00
106.31,4.16,0.00,0.00
107.77,3.87,0.00,0.04
107.88,4.12,0.00,0.04
106.30,3.10,0.00,0.04
107.77,4.36,0.00,0.04
107.78,5.01,0.00,0.04
106.32,4.24,0.00,0.04
107.77,3.79,0.00,0.00
107.77,2.67,0.00,0.04
106.30,3.69,0.00,0.04
107.77,4.56,0.00,0.04
107.77,3.02,0.00,0.00
106.29,3.76,0.00,0.00
107.77,4.94,0.00,0.00
107.77,4.40,0.00,0.00
106.29,3.57,0.00,0.00
107.77,5.08,0.00,0.04
107.81,5.16,0.00,0.04
106.29,4.29,0.00,0.04
107.77,4.66,0.00,0.00
107.77,4.53,0.00,0.00
106.29,3.96,0.00,0.00
107.76,3.63,0.00,0.00
107.78,3.78,0.00,0.00
106.29,4.13,0.00,0.00
107.77,3.79,0.00,0.00
107.77,3.76,0.00,0.00
107.76,3.33,0.00,0.00
106.28,5.05,0.00,0.00
107.77,4.02,0.00,0.00
107.77,4.80,0.00,0.00
93.01,3.91,0.00,0.00
107.78,3.79,0.00,0.04
106.30,5.33,0.00,0.04
107.83,3.63,0.00,0.04
107.78,3.64,0.00,0.00
106.30,4.06,0.00,0.00
107.77,4.26,0.00,0.00
107.77,4.13,0.00,0.00
106.29,5.15,0.00,0.00
107.77,4.73,0.00,0.00
107.77,5.07,0.00,0.00
106.29,3.75,0.00,0.00
107.77,4.01,0.00,0.00
107.77,3.23,0.00,0.00
106.29,5.38,0.00,0.00
107.77,5.05,0.00,0.00
107.77,3.21,0.00,0.00
106.29,3.87,0.00,0.00
107.77,4.49,0.00,0.00
107.77,4.92,0.00,0.00
106.33,4.70,0.00,0.00
107.77,4.82,0.00,0.00
107.77,3.38,0.00,0.00
106.30,4.89,0.00,0.00
107.77,5.15,0.00,0.00
98.96,3.73,0.00,0.00
103.34,4.48,0.00,0.00
107.89,3.45,0.00,0.00
107.76,4.50,0.00,0.00
106.29,4.19,0.00,0.00
107.77,3.91,0.00,0.00
107.77,4.41,0.00,0.00
107.76,5.20,0.00,0.00
106.30,3.91,0.00,0.04
107.77,3.66,0.00,0.04
107.81,4.90,0.00,0.04
106.29,4.64,0.00,0.00
107.77,3.72,0.00,0.00
107.82,3.94,0.00,0.00
106.30,4.10,0.00,0.00
78.25,3.77,0.00,0.00
75.29,3.42,0.00,0.00
107.77,4.43,0.00,0.00
107.77,3.72,0.00,0.00
106.29,4.18,0.00,0.00
107.78,4.74,0.00,0.00
97.44,4.82,0.00,0.00
107.77,4.76,0.00,0.00
107.77,3.72,0.00,0.00
106.29,3.62,0.00,0.00
107.76,4.67,0.00,0.00
107.77,4.77,0.00,0.00
106.29,4.86,0.00,0.00
107.77,3.71,0.00,0.00
107.77,4.23,0.00,0.00
106.33,4.16,0.00,0.00
107.77,4.05,0.00,0.00
107.77,3.06,0.00,0.00
106.29,4.59,0.00,0.00
95.95,4.48,0.00,0.00
107.77,4.79,0.00,0.00
107.77,3.64,0.00,0.00
106.29,3.27,0.00,0.00
107.78,3.66,0.00,0.00
107.82,3.58,0.00,0.00
106.29,4.04,0.00,0.00
107.77,4.88,0.00,0.00
96.01,3.68,0.00,0.00
107.77,3.86,0.00,0.00
107.79,3.67,0.00,0.00
106.29,3.99,0.00,0.00
107.77,2.60,0.00,0.00
107.83,4.30,0.00,0.00
106.31,3.95,0.00,0.00
107.77,5.02,0.00,0.00
107.82,4.41,0.00,0.00
106.30,4.27,0.00,0.00
107.77,4.31,0.00,0.00
107.83,4.24,0.00,0.00
106.29,3.86,0.00,0.00
107.77,5.05,0.00,0.00
107.84,4.28,0.00,0.00
106.29,4.43,0.00,0.00
107.77,4.70,0.00,0.00
107.84,3.92,0.00,0.00
106.28,4.29,0.00,0.00
107.77,3.57,0.00,0.00
107.77,4.68,0.00,0.00
106.29,4.12,0.00,0.00
