eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
586.28,25.85,335.54,17.88
579.18,24.85,326.53,13.45
579.16,17.06,326.52,12.09
579.05,21.69,326.46,10.38
579.14,18.86,277.75,9.24
578.72,18.57,326.27,10.77
578.72,18.03,326.27,11.00
578.77,23.73,326.29,11.11
580.29,21.13,327.80,11.10
579.11,20.08,326.49,10.42
578.70,19.14,0.00,0.00
578.96,18.52,0.00,0.00
578.74,15.11,0.00,0.00
578.71,14.14,0.00,0.00
580.21,24.43,0.00,0.00
579.21,19.84,0.00,0.00
578.78,21.88,0.00,0.00
578.70,20.14,0.00,0.00
578.71,19.28,0.00,0.00
580.19,16.92,0.00,0.00
578.77,21.28,0.00,0.00
578.72,21.13,0.00,0.00
578.71,23.55,0.00,0.00
580.19,19.82,0.00,0.00
578.84,18.77,0.00,0.00
578.67,21.36,0.00,0.04
578.74,20.77,0.00,0.04
580.19,19.26,0.00,0.04
578.71,21.52,0.00,0.04
578.71,21.54,0.00,0.04
578.70,20.74,0.00,0.04
