eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
596.19,20.78,208.60,9.61
589.05,17.97,197.83,7.04
587.57,16.89,197.82,6.73
589.61,19.78,198.02,8.33
587.55,20.15,197.82,6.45
589.47,16.65,197.97,7.73
587.56,17.77,196.35,5.93
589.03,20.00,197.82,7.51
589.07,17.57,149.10,4.87
558.40,16.61,84.17,2.87
559.98,17.53,0.00,0.00
587.57,18.64,0.00,0.00
588.98,20.13,0.00,0.00
589.09,20.78,0.00,0.00
587.57,19.15,0.00,0.00
589.04,18.72,0.00,0.00
589.04,17.07,0.00,0.00
589.03,19.91,0.00,0.00
587.53,15.83,0.00,0.00
589.05,17.15,0.00,0.00
589.23,19.84,0.00,0.00
587.55,19.64,0.00,0.00
589.04,16.87,0.00,0.00
589.04,19.83,0.00,0.00
587.65,20.70,0.00,0.00
589.07,17.46,0.00,0.04
589.04,21.61,0.00,0.04
589.01,22.11,0.00,0.04
587.57,16.40,0.00,0.04
589.16,17.06,0.00,0.04
589.08,15.80,0.00,0.04
587.52,18.78,0.00,0.00
589.04,19.06,0.00,0.04
