eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
469.37,16.51,133.64,6.86
463.51,27.66,119.57,5.96
462.19,25.19,121.09,6.15
462.28,19.45,121.11,4.62
462.27,16.30,121.11,3.81
462.05,16.66,121.05,3.65
462.11,15.05,121.06,4.51
462.10,17.72,121.06,3.65
462.06,16.24,119.58,4.70
462.19,14.77,121.09,5.38
462.06,15.30,0.00,0.00
463.47,16.49,0.00,0.00
462.23,16.59,0.00,0.00
462.21,15.16,0.00,0.00
376.46,14.75,0.00,0.00
462.08,16.78,0.00,0.00
462.07,15.39,0.00,0.00
463.57,11.98,0.00,0.00
462.11,17.73,0.00,0.00
462.08,15.52,0.00,0.00
462.07,14.01,0.00,0.00
462.09,13.36,0.00,0.00
462.07,15.43,0.00,0.00
462.43,14.77,0.00,0.00
462.17,16.32,0.00,0.00
462.09,16.71,0.00,0.04
463.57,15.54,0.00,0.04
462.11,17.83,0.00,0.04
462.08,15.93,0.00,0.04
462.05,14.43,0.00,0.04
462.07,19.04,0.00,0.04
462.10,15.55,0.00,0.00
462.08,16.32,0.00,0.04
421.10,15.30,0.00,0.04
422.24,14.73,0.00,0.04
462.08,17.15,0.00,0.00
463.56,15.84,0.00,0.00
462.11,14.56,0.00,0.00
462.41,16.54,0.00,0.00
462.25,16.24,0.00,0.00
462.11,16.18,0.00,0.04
462.05,16.79,0.00,0.04
462.07,18.26,0.00,0.04
