eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
458.20,22.05,220.76,11.22
555.09,24.66,209.63,9.72
555.11,22.04,211.12,6.00
553.63,20.50,209.64,6.11
555.11,19.54,209.64,6.17
555.38,21.05,211.22,5.13
555.14,22.30,209.66,5.92
553.66,20.08,209.65,5.92
555.08,22.49,209.63,6.68
554.84,23.78,211.02,6.57
555.08,21.53,0.00,0.00
555.14,19.59,0.00,0.00
555.04,22.88,0.00,0.00
553.61,19.33,0.00,0.00
555.08,21.08,0.00,0.00
448.75,18.09,0.00,0.00
555.06,19.89,0.00,0.00
555.03,20.52,0.00,0.00
555.12,18.64,0.00,0.00
555.09,19.87,0.00,0.00
352.83,14.70,0.00,0.00
555.08,22.66,0.00,0.00
555.08,21.49,0.00,0.00
555.07,18.78,0.00,0.00
553.72,20.91,0.00,0.00
555.10,18.12,0.00,0.04
555.08,20.60,0.00,0.04
555.12,23.51,0.00,0.04
555.09,18.84,0.00,0.04
553.60,20.80,0.00,0.04
555.08,20.77,0.00,0.04
555.03,19.83,0.00,0.00
555.07,19.98,0.00,0.04
555.11,19.56,0.00,0.04
553.67,20.67,0.00,0.04
