eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
218.43,7.47,609.59,28.64
206.69,10.90,494.57,24.69
208.20,7.63,493.19,22.23
206.69,5.05,605.31,23.97
206.69,5.05,605.30,23.98
208.26,7.64,605.59,26.30
206.69,5.85,605.30,26.13
206.69,5.05,605.31,24.80
206.70,6.27,606.81,24.22
208.22,7.47,603.98,24.56
206.69,6.03,0.00,0.00
206.68,6.03,0.00,0.00
208.16,6.21,0.00,0.00
206.69,5.05,0.00,0.00
206.68,6.58,0.00,0.00
208.16,7.45,0.00,0.00
206.67,7.69,0.00,0.00
206.68,6.84,0.00,0.00
208.17,8.73,0.00,0.00
206.68,6.21,0.00,0.00
206.68,5.05,0.00,0.00
208.18,6.32,0.00,0.00
206.69,8.01,0.00,0.00
206.68,5.05,0.00,0.00
206.88,5.06,0.00,0.00
208.16,6.51,0.00,0.04
206.68,5.99,0.00,0.04
206.68,5.93,0.00,0.04
208.30,7.72,0.00,0.04
206.68,8.85,0.00,0.04
206.68,7.32,0.00,0.04
208.14,6.19,0.00,0.00
206.67,6.20,0.00,0.04
206.68,7.20,0.00,0.04
206.66,7.15,0.00,0.04
208.17,5.12,0.00,0.00
206.68,6.40,0.00,0.00
206.68,8.24,0.00,0.00
208.16,5.05,0.00,0.00
206.68,6.98,0.00,0.00
206.76,7.62,0.00,0.04
208.34,7.19,0.00,0.04
206.68,6.30,0.00,0.04
206.69,7.11,0.00,0.00
208.14,6.87,0.00,0.00
206.66,5.12,0.00,0.00
206.67,6.60,0.00,0.00
208.14,5.05,0.00,0.00
206.68,5.05,0.00,0.00
206.69,5.05,0.00,0.00
206.68,5.05,0.00,0.00
208.16,6.95,0.00,0.00
206.77,6.51,0.00,0.00
206.68,7.91,0.00,0.00
208.16,7.54,0.00,0.00
206.68,6.84,0.00,0.00
206.69,7.10,0.00,0.04
208.13,6.28,0.00,0.04
206.93,5.06,0.00,0.04
206.69,5.05,0.00,0.00
206.69,5.05,0.00,0.00
208.16,7.89,0.00,0.00
206.68,5.20,0.00,0.00
206.68,6.40,0.00,0.00
208.37,5.44,0.00,0.00
206.68,7.28,0.00,0.00
206.68,7.66,0.00,0.00
208.14,7.44,0.00,0.00
206.68,5.12,0.00,0.00
206.67,5.05,0.00,0.00
208.12,6.51,0.00,0.00
206.68,6.39,0.00,0.00
206.69,5.05,0.00,0.00
206.66,6.40,0.00,0.00
