eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
586.19,26.65,335.28,16.72
578.79,27.42,327.78,16.39
579.24,18.58,326.56,9.50
579.14,20.75,326.51,13.33
579.14,19.04,326.50,11.80
579.17,18.51,326.52,12.45
579.07,17.44,326.46,13.48
579.05,17.77,323.50,11.74
578.73,17.06,329.23,12.45
544.88,17.74,326.34,10.87
307.10,12.07,0.00,0.00
579.34,18.04,0.00,0.00
579.10,19.96,0.00,0.00
579.12,20.37,0.00,0.00
578.76,19.46,0.00,0.00
578.67,19.52,0.00,0.00
578.71,18.61,0.00,0.00
580.21,18.91,0.00,0.00
578.68,17.87,0.00,0.00
578.69,18.92,0.00,0.00
580.13,21.56,0.00,0.00
578.74,19.28,0.00,0.00
579.14,19.41,0.00,0.00
578.73,18.30,0.00,0.00
578.89,20.04,0.00,0.00
578.76,18.92,0.00,0.04
580.17,18.10,0.00,0.04
579.03,20.46,0.00,0.04
579.17,16.78,0.00,0.04
578.66,17.71,0.00,0.04
578.73,19.77,0.00,0.04
