eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
303.81,15.97,68.34,3.84
395.65,19.74,70.86,3.03
395.77,18.33,70.88,3.72
394.13,16.41,70.85,2.85
395.68,15.29,70.87,2.50
395.65,16.00,69.39,3.27
394.17,16.50,70.86,2.43
395.64,16.02,70.86,2.00
395.63,14.68,69.38,2.92
394.53,14.98,69.45,1.75
395.67,15.33,0.00,0.00
394.17,13.23,0.00,0.00
395.64,11.56,0.00,0.00
395.66,15.10,0.00,0.00
326.27,13.93,0.00,0.00
394.19,16.24,0.00,0.00
323.32,14.15,0.00,0.00
396.05,15.73,0.00,0.00
324.78,13.84,0.00,0.00
395.68,15.99,0.00,0.00
394.17,16.97,0.00,0.00
395.65,13.87,0.00,0.00
395.63,16.15,0.00,0.00
394.14,16.01,0.00,0.00
395.66,13.77,0.00,0.00
395.62,13.92,0.00,0.04
394.16,16.33,0.00,0.04
395.66,14.73,0.00,0.04
395.61,14.74,0.00,0.04
394.16,16.13,0.00,0.04
395.64,14.27,0.00,0.04
395.64,14.39,0.00,0.00
394.16,16.14,0.00,0.04
395.64,16.21,0.00,0.04
395.62,15.10,0.00,0.04
394.17,15.83,0.00,0.00
396.04,14.02,0.00,0.00
394.16,15.99,0.00,0.00
262.78,11.43,0.00,0.00
317.40,13.84,0.00,0.00
395.64,15.75,0.00,0.04
395.70,14.92,0.00,0.04
394.17,15.57,0.00,0.04
163.89,7.42,0.00,0.00
326.26,14.09,0.00,0.00
395.63,15.70,0.00,0.00
395.60,12.90,0.00,0.00
394.17,15.53,0.00,0.00
326.28,12.32,0.00,0.00
395.64,17.16,0.00,0.00
326.34,15.08,0.00,0.00
394.17,16.26,0.00,0.00
261.36,11.25,0.00,0.00
394.17,14.33,0.00,0.00
