eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
596.31,26.77,120.72,6.59
587.97,23.90,91.59,3.40
587.98,23.71,107.85,5.11
588.04,22.07,106.38,3.52
588.03,21.79,107.85,4.88
587.97,19.10,107.84,3.97
588.02,25.10,106.38,4.07
587.95,22.69,107.84,3.73
588.06,20.74,106.38,4.47
588.12,21.45,107.87,4.40
587.88,22.45,0.00,0.00
479.80,19.59,0.00,0.00
587.49,19.13,0.00,0.00
589.26,21.78,0.00,0.00
588.03,19.70,0.00,0.00
587.60,21.52,0.00,0.00
479.79,18.10,0.00,0.00
589.06,18.52,0.00,0.00
588.12,24.77,0.00,0.00
587.70,20.08,0.00,0.00
587.58,21.13,0.00,0.00
587.54,21.61,0.00,0.00
589.25,22.75,0.00,0.00
588.04,20.36,0.00,0.00
588.20,20.59,0.00,0.00
587.73,25.13,0.00,0.04
588.14,19.84,0.00,0.04
587.56,20.56,0.00,0.04
587.55,18.98,0.00,0.04
588.95,20.87,0.00,0.04
478.44,17.32,0.00,0.04
588.02,21.56,0.00,0.00
587.98,22.17,0.00,0.04
587.68,23.35,0.00,0.04
