eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
288.31,13.47,594.63,23.84
277.55,11.27,589.06,25.28
277.55,11.32,589.05,23.87
277.82,11.76,512.78,20.31
277.56,10.77,556.59,23.40
277.55,11.41,481.28,18.77
277.54,11.00,589.04,23.13
277.54,11.03,531.46,21.75
277.54,9.87,435.50,18.73
277.84,9.65,483.27,20.22
277.64,10.53,0.00,0.00
277.56,9.86,0.00,0.00
277.56,9.94,0.00,0.00
277.53,9.55,0.00,0.00
277.54,11.61,0.00,0.00
277.60,10.92,0.00,0.00
277.55,10.07,0.00,0.00
230.31,9.05,0.00,0.00
277.62,8.59,0.00,0.00
277.59,10.75,0.00,0.00
277.59,10.56,0.00,0.00
277.59,8.83,0.00,0.00
277.61,8.61,0.00,0.00
277.56,9.53,0.00,0.00
277.65,9.96,0.00,0.00
277.51,10.55,0.00,0.04
277.57,12.66,0.00,0.04
277.56,8.82,0.00,0.04
277.63,10.74,0.00,0.04
277.57,11.82,0.00,0.04
277.57,10.21,0.00,0.04
277.57,9.50,0.00,0.00
277.57,11.07,0.00,0.04
277.68,10.81,0.00,0.04
277.59,10.42,0.00,0.04
277.57,9.91,0.00,0.00
277.56,10.38,0.00,0.00
277.56,10.40,0.00,0.00
277.67,9.77,0.00,0.00
277.59,11.42,0.00,0.00
277.57,11.20,0.00,0.04
277.56,8.91,0.00,0.04
277.56,8.46,0.00,0.04
277.55,11.55,0.00,0.00
277.54,10.87,0.00,0.00
277.53,11.91,0.00,0.00
277.59,12.06,0.00,0.00
277.55,10.33,0.00,0.00
277.56,8.74,0.00,0.00
277.57,10.70,0.00,0.00
277.54,11.50,0.00,0.00
277.53,9.92,0.00,0.00
277.52,10.42,0.00,0.00
277.53,10.29,0.00,0.00
224.40,9.38,0.00,0.00
284.89,10.88,0.00,0.00
278.97,9.97,0.00,0.04
