eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
130.53,7.44,601.50,15.20
116.64,5.49,595.00,25.19
93.01,4.23,595.00,32.36
116.62,5.65,594.92,26.50
118.10,5.96,594.95,29.08
103.35,5.19,594.97,29.15
118.10,4.46,594.94,21.48
116.65,4.36,595.06,18.46
118.10,5.38,594.91,15.94
116.65,5.25,595.04,15.92
103.34,4.93,0.00,0.00
118.09,5.86,0.00,0.00
106.30,3.59,0.00,0.00
109.24,4.59,0.00,0.00
118.10,4.81,0.00,0.00
106.28,5.33,0.00,0.00
118.19,4.56,0.00,0.00
116.63,5.54,0.00,0.00
118.11,4.44,0.00,0.00
116.63,6.04,0.00,0.00
118.11,5.39,0.00,0.00
116.63,5.09,0.00,0.00
116.75,4.48,0.00,0.00
118.11,4.31,0.00,0.00
116.65,4.42,0.00,0.00
103.34,5.00,0.00,0.04
106.29,4.61,0.00,0.04
73.82,2.89,0.00,0.04
116.64,4.35,0.00,0.04
118.10,5.74,0.00,0.04
104.82,4.47,0.00,0.04
116.62,3.98,0.00,0.00
118.13,5.70,0.00,0.04
116.62,3.91,0.00,0.04
116.63,4.45,0.00,0.04
118.11,3.92,0.00,0.00
116.63,5.11,0.00,0.00
104.82,5.35,0.00,0.00
116.63,5.05,0.00,0.00
118.13,5.32,0.00,0.00
93.01,4.33,0.00,0.04
116.62,5.21,0.00,0.04
116.65,4.34,0.00,0.04
118.11,3.87,0.00,0.00
116.63,4.97,0.00,0.00
118.10,4.15,0.00,0.00
116.62,4.83,0.00,0.00
118.10,2.89,0.00,0.00
100.39,5.06,0.00,0.00
116.62,4.99,0.00,0.00
118.12,5.91,0.00,0.00
116.62,6.00,0.00,0.00
118.16,5.34,0.00,0.00
116.63,4.41,0.00,0.00
116.63,4.57,0.00,0.00
118.10,5.10,0.00,0.00
116.62,5.43,0.00,0.04
118.11,5.11,0.00,0.04
116.63,3.99,0.00,0.04
118.11,5.45,0.00,0.00
116.63,3.79,0.00,0.00
118.10,4.80,0.00,0.00
101.86,5.03,0.00,0.00
116.63,3.50,0.00,0.00
118.10,4.66,0.00,0.00
42.81,2.28,0.00,0.00
118.10,3.80,0.00,0.00
104.84,5.44,0.00,0.00
116.62,4.96,0.00,0.00
118.10,3.80,0.00,0.00
116.63,5.46,0.00,0.00
118.10,4.37,0.00,0.00
116.62,2.81,0.00,0.00
118.18,4.52,0.00,0.00
116.63,5.31,0.00,0.00
116.62,5.43,0.00,0.00
106.30,4.83,0.00,0.00
116.62,4.64,0.00,0.00
116.63,4.03,0.00,0.00
59.05,3.11,0.00,0.00
104.82,4.87,0.00,0.00
106.29,5.39,0.00,0.00
116.63,4.66,0.00,0.00
118.10,5.05,0.00,0.00
103.36,4.39,0.00,0.00
119.58,4.96,0.00,0.00
116.64,3.71,0.00,0.00
118.11,4.68,0.00,0.00
116.62,3.10,0.00,0.04
118.11,5.23,0.00,0.04
116.64,6.03,0.00,0.04
118.10,5.65,0.00,0.00
101.87,3.90,0.00,0.00
95.96,3.86,0.00,0.00
126.97,5.69,0.00,0.00
118.11,4.48,0.00,0.00
116.63,2.89,0.00,0.00
116.64,4.08,0.00,0.00
118.10,4.20,0.00,0.00
116.63,3.51,0.00,0.00
118.11,5.24,0.00,0.00
116.66,3.74,0.00,0.00
118.10,5.05,0.00,0.00
116.63,3.92,0.00,0.00
116.63,4.61,0.00,0.00
104.84,3.92,0.00,0.00
116.63,4.83,0.00,0.00
118.11,4.74,0.00,0.00
116.63,5.63,0.00,0.00
118.11,4.50,0.00,0.00
116.63,4.52,0.00,0.00
103.34,4.47,0.00,0.00
118.11,4.74,0.00,0.00
116.62,4.55,0.00,0.00
118.11,4.35,0.00,0.00
116.63,4.06,0.00,0.00
118.10,3.92,0.00,0.00
116.63,4.94,0.00,0.00
116.65,4.60,0.00,0.00
118.10,5.41,0.00,0.00
116.63,3.87,0.00,0.00
118.10,5.41,0.00,0.00
116.63,3.76,0.00,0.00
118.10,4.61,0.00,0.00
116.62,4.31,0.00,0.00
118.09,4.93,0.00,0.00
116.62,3.88,0.00,0.00
118.20,5.38,0.00,0.00
104.81,5.12,0.00,0.00
116.63,4.69,0.00,0.00
93.00,3.77,0.00,0.00
128.44,5.33,0.00,0.00
82.67,3.86,0.00,0.00
118.10,4.69,0.00,0.00
118.19,5.09,0.00,0.00
