eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
584.31,25.88,335.76,13.91
578.73,18.84,326.27,12.89
579.20,19.18,326.54,10.12
578.76,18.30,326.29,9.23
580.14,15.27,327.71,9.89
578.70,17.35,326.26,11.57
578.72,22.32,326.27,11.44
578.71,21.78,326.26,12.51
580.23,17.70,326.29,11.77
579.16,18.47,326.52,12.16
579.11,20.78,0.00,0.00
579.09,19.36,0.00,0.00
578.73,20.27,0.00,0.00
578.71,19.24,0.00,0.00
578.64,18.63,0.00,0.00
580.36,18.27,0.00,0.00
579.08,18.09,0.00,0.00
579.10,19.89,0.00,0.00
579.10,19.30,0.00,0.00
578.75,17.91,0.00,0.00
578.74,21.21,0.00,0.00
578.73,17.18,0.00,0.00
580.27,17.18,0.00,0.00
579.03,20.69,0.00,0.00
578.85,17.82,0.00,0.00
578.75,20.31,0.00,0.04
578.69,21.37,0.00,0.04
580.12,17.71,0.00,0.04
579.06,20.09,0.00,0.04
579.11,19.93,0.00,0.04
578.70,20.01,0.00,0.04
