eth0-in,eth0-out,eth1-in,eth1-out
484.74,12.94,374.29,9.63
475.33,11.62,364.62,8.95
475.37,11.62,364.64,8.88
475.37,11.62,363.17,8.88
474.77,11.62,364.64,8.95
475.38,11.62,364.66,8.88
474.78,13.63,53.16,1.37
475.37,29.51,0.00,0.00
475.35,29.51,0.00,0.00
475.36,29.51,115.15,3.61
475.32,28.43,363.13,8.80
475.82,27.08,364.67,8.95
473.89,26.92,364.65,8.88
475.98,19.88,364.64,8.95
475.34,11.62,363.15,8.87
475.38,11.62,364.65,8.95
475.35,16.97,364.55,8.88
474.30,11.70,364.63,8.95
475.46,11.62,363.24,8.80
475.75,11.62,364.69,8.95
438.49,10.75,364.67,8.88
370.64,9.60,364.73,20.72
475.19,11.62,364.81,9.82
475.41,11.62,363.20,8.95
475.40,11.62,364.67,8.88
475.65,11.62,364.86,8.95
475.39,11.55,363.36,8.88
474.65,11.62,364.64,8.95
475.74,11.63,364.93,8.88
473.96,11.62,363.22,8.88
475.40,11.62,364.67,8.95
475.40,11.62,364.67,8.88
475.46,11.62,363.24,8.88
475.44,11.62,364.70,8.95
475.45,11.62,364.71,8.88
475.41,11.62,363.20,8.88
473.84,11.54,364.60,8.95
475.36,11.62,364.64,8.88
475.39,11.62,364.67,8.95
321.85,8.01,263.23,6.50
