eth0-in,eth0-out,eth1-in,eth1-out
593.17,15.53,120.01,5.31
587.51,14.36,107.76,4.47
589.11,14.43,107.78,3.10
587.62,14.36,106.30,4.33
587.57,14.36,107.77,5.27
587.57,36.35,107.77,2.67
589.10,36.58,106.10,2.60
587.56,35.31,107.77,2.60
588.38,33.48,107.84,2.67
588.19,30.89,106.41,3.97
587.62,23.60,107.78,4.19
330.70,8.08,107.77,2.67
106.29,2.60,106.29,2.60
262.68,6.49,107.77,2.74
587.63,16.31,107.78,2.96
588.00,28.72,106.30,5.20
587.58,20.78,107.77,3.82
589.11,26.12,107.78,2.60
587.95,33.40,106.36,2.60
586.83,31.37,107.91,2.67
589.03,14.36,107.77,2.67
544.13,12.92,106.31,2.60
587.56,14.36,107.77,2.60
552.12,13.57,107.77,2.67
113.68,3.32,107.78,2.60
109.25,2.67,107.77,2.67
243.60,5.63,106.30,2.60
587.15,14.36,107.80,2.60
589.10,14.36,107.78,2.67
262.92,6.43,106.35,2.60
106.30,2.60,107.77,2.60
280.47,6.57,107.76,2.67
587.60,14.36,106.30,2.60
240.63,5.84,107.77,2.60
109.24,2.67,107.77,2.67
106.29,2.60,106.29,2.60
501.25,12.92,107.84,2.67
587.98,14.37,107.85,2.67
279.00,6.85,106.28,2.60
106.29,2.60,107.77,2.60
386.95,9.52,107.77,2.67
587.53,14.36,106.29,2.60
107.77,2.60,107.77,2.60
109.35,2.67,107.87,2.67
106.30,2.60,106.30,2.60
106.30,2.60,107.77,2.60
109.25,2.67,107.77,2.67
106.29,2.60,106.29,2.60
222.94,5.12,107.78,2.60
587.58,14.36,107.77,2.67
497.21,11.83,107.78,4.56
587.52,14.36,106.29,6.60
478.32,11.62,107.77,6.69
215.55,5.27,107.78,6.69
239.21,5.56,106.32,6.60
588.98,14.29,107.76,6.43
376.29,9.81,107.78,5.44
587.56,14.36,106.29,2.60
589.12,14.36,107.78,2.60
524.08,12.84,107.77,2.67
344.17,9.02,106.30,2.60
577.39,14.07,107.80,2.60
358.75,8.44,107.77,2.67
589.07,14.43,106.30,2.60
587.56,14.36,107.77,2.60
587.57,14.36,107.77,2.67
570.45,13.93,106.29,2.60
0.07,0.07,29.67,1.16
