eth0-in,eth0-out,eth1-in,eth1-out
120.81,5.52,597.23,15.05
106.30,3.97,587.59,14.43
107.76,2.60,587.53,14.36
107.78,4.76,589.09,14.36
107.80,5.20,587.72,14.36
106.39,3.03,588.08,14.30
107.84,2.67,587.97,33.04
106.34,2.60,588.09,36.51
107.85,2.60,587.98,36.51
107.79,2.67,588.11,33.91
106.30,2.60,587.60,33.38
107.77,2.60,587.56,23.70
107.77,2.67,587.58,33.38
106.30,2.60,527.07,29.93
107.78,2.60,124.02,3.61
106.99,2.67,587.63,14.22
107.77,4.76,587.30,26.05
107.77,5.12,589.05,28.29
106.29,3.97,583.11,21.43
107.77,2.60,589.02,14.36
107.84,2.67,586.66,14.01
106.38,2.60,588.06,14.37
107.77,2.60,264.26,6.49
107.77,2.67,109.25,2.67
106.30,3.68,410.09,16.31
107.77,3.10,587.56,16.81
107.77,2.60,587.57,14.36
106.29,2.60,589.02,14.43
107.77,2.67,13.29,0.36
107.77,2.60,57.58,1.95
106.29,2.60,106.29,2.60
107.77,2.67,109.25,2.67
107.78,2.60,299.89,7.00
106.29,2.60,301.17,7.36
107.77,2.67,109.24,2.67
107.77,2.60,563.93,13.49
107.77,2.67,507.86,12.41
106.36,2.60,455.73,10.76
107.77,2.60,555.11,13.57
107.77,2.67,106.29,2.60
106.30,2.60,109.25,2.67
107.77,2.60,208.16,4.83
107.83,2.60,587.90,14.30
106.31,2.67,587.98,14.43
107.86,2.60,588.04,14.37
106.29,2.60,126.95,3.10
107.81,2.67,496.24,11.77
107.77,2.60,479.78,11.76
107.76,2.60,106.28,2.60
106.29,2.67,109.24,2.67
107.76,2.60,106.29,2.60
107.82,2.67,213.42,4.84
106.36,2.60,587.92,14.37
107.77,2.60,587.55,14.43
107.79,2.60,231.82,5.63
106.29,2.67,231.56,5.34
107.82,2.60,587.85,14.37
107.80,2.60,265.81,6.50
106.28,2.67,109.23,2.67
107.76,2.60,106.29,2.60
107.78,2.67,109.25,2.67
106.29,2.60,106.29,2.60
107.78,2.60,106.30,2.60
107.78,2.67,518.21,12.27
106.30,2.60,588.02,14.43
107.85,2.60,587.99,14.37
107.86,2.60,366.44,8.96
106.29,2.67,109.24,2.67
107.77,2.60,299.68,7.00
107.80,2.67,589.19,14.36
106.29,2.60,561.19,13.42
107.76,2.60,18.00,0.51
107.77,2.67,0.00,0.00
106.30,2.60,0.00,0.00
107.77,2.60,0.00,0.00
107.80,2.67,0.00,0.00
106.30,2.60,0.00,0.00
107.78,2.60,0.00,0.00
13.36,0.43,0.14,0.08
