eth0-in,eth0-out,eth1-in,eth1-out
134.33,5.66,472.56,12.02
121.04,5.05,462.04,11.26
121.08,3.90,462.16,11.33
119.57,5.12,463.53,11.33
121.09,3.18,462.22,11.26
121.11,5.92,462.30,11.26
121.11,5.92,462.28,14.32
120.94,3.03,462.26,28.70
121.12,2.96,462.32,28.70
70.89,2.31,462.29,28.70
121.05,4.33,461.02,27.42
121.06,5.92,463.56,26.33
121.06,5.48,462.10,26.25
119.57,2.96,462.45,21.18
121.12,2.96,462.32,11.26
121.09,2.96,462.22,11.26
121.05,2.96,408.93,10.22
121.05,2.96,0.00,0.00
121.06,2.96,0.00,0.00
119.61,2.89,0.00,0.00
121.20,2.96,453.76,11.63
121.06,2.96,461.02,11.33
121.05,3.03,462.06,11.47
121.06,2.96,463.57,11.33
121.05,2.96,51.67,1.30
121.05,2.96,0.00,0.00
119.58,2.96,107.77,3.17
121.06,2.96,460.83,10.97
121.05,2.96,163.86,3.97
121.04,2.96,121.04,2.96
121.05,2.96,121.05,2.96
121.05,2.96,121.05,2.96
121.12,2.89,118.16,2.89
119.64,6.21,283.59,6.86
121.06,7.18,462.09,11.33
121.05,7.52,462.07,11.18
121.05,7.52,385.31,9.38
121.09,7.52,242.19,5.92
121.06,7.52,385.52,9.24
119.57,7.42,462.05,11.26
121.05,7.52,16.24,0.43
121.06,5.81,186.78,5.12
121.07,2.96,462.12,11.33
121.06,2.96,462.09,11.26
121.05,2.96,462.07,11.33
121.05,2.96,425.36,10.32
121.05,2.89,462.05,11.26
119.58,2.96,462.06,11.26
121.06,2.96,463.57,11.26
121.06,2.96,461.36,11.33
121.05,2.96,462.06,11.26
121.05,2.96,463.53,11.33
121.06,2.96,462.11,11.33
121.09,2.96,462.42,11.26
119.62,2.96,462.25,11.19
121.06,2.96,462.11,11.33
121.14,2.96,462.42,11.26
121.14,2.96,462.25,11.26
121.12,2.96,462.34,11.33
119.59,2.89,462.10,11.33
121.06,2.96,461.70,11.26
121.06,2.96,462.11,11.33
121.05,2.96,462.06,11.26
121.04,2.96,463.51,11.33
121.04,2.96,462.29,11.33
121.06,2.96,462.10,11.26
119.64,2.96,462.33,11.33
121.06,2.96,461.36,11.33
121.05,2.96,12.34,0.36
121.05,2.96,0.00,0.00
67.98,1.73,0.14,0.08
