eth0-in,eth0-out,eth1-in,eth1-out
326.85,13.77,444.98,11.68
315.95,10.54,434.06,10.68
316.28,12.35,434.52,10.55
314.53,12.49,434.14,10.61
316.07,12.27,434.23,10.61
314.42,15.37,432.83,10.68
315.98,9.09,435.58,10.61
316.13,7.72,434.14,20.18
314.46,7.65,433.02,11.91
315.89,7.72,435.46,10.61
316.00,7.72,434.13,10.61
276.18,10.12,434.21,10.54
267.34,7.00,362.18,9.46
314.46,7.72,434.04,10.61
315.96,7.72,434.07,10.61
314.83,7.72,434.03,10.61
315.95,7.72,434.06,10.61
315.91,7.65,434.01,10.61
315.46,7.73,434.38,10.62
314.45,7.72,434.03,10.61
315.88,7.72,433.97,18.82
315.61,7.72,435.51,24.65
301.27,7.43,434.19,24.66
98.70,3.03,434.21,20.84
315.98,7.72,434.10,10.68
314.45,7.65,434.03,10.61
315.95,7.72,434.44,10.61
316.11,7.73,434.28,10.61
314.56,7.72,434.18,10.61
316.12,7.73,434.30,10.61
314.48,7.65,434.07,10.61
315.93,7.72,433.50,10.61
316.00,7.72,434.12,10.61
314.48,7.72,434.07,10.61
316.08,7.72,435.19,10.61
314.55,7.65,434.17,10.54
316.21,7.73,434.23,10.62
314.58,7.72,434.21,10.61
316.05,7.72,434.20,10.61
316.05,7.65,433.48,10.61
314.44,7.72,434.01,10.61
316.00,7.72,435.08,10.61
315.89,7.65,245.04,6.06
179.09,4.55,0.14,0.08
