eth0-in,eth0-out,eth1-in,eth1-out
613.83,26.04,220.40,9.46
605.27,24.24,206.68,8.30
606.66,17.46,206.65,5.92
605.66,29.60,206.81,10.11
605.35,21.35,207.63,6.28
605.35,37.58,206.70,5.05
606.00,34.97,208.14,6.28
605.54,14.73,206.77,5.05
605.60,24.26,206.79,8.23
605.61,29.59,208.20,10.10
540.33,17.82,206.68,7.22
605.24,14.79,206.67,5.05
103.33,2.60,208.13,5.05
434.21,11.12,206.81,5.05
465.01,11.40,206.67,5.05
372.06,8.80,206.70,10.13
605.28,14.79,208.16,12.92
605.27,14.72,206.68,12.83
606.81,15.45,206.84,7.15
605.55,17.54,208.25,5.92
604.25,14.79,206.62,5.05
606.99,14.80,206.76,5.05
124.01,3.10,206.68,5.05
618.67,15.66,208.19,5.12
606.42,14.80,206.82,5.05
604.57,14.79,206.68,5.05
605.58,14.80,208.26,5.05
606.76,14.79,206.68,5.05
605.54,14.80,206.77,5.05
604.30,14.79,206.66,5.05
606.84,14.79,208.19,5.12
605.57,14.80,206.78,5.05
604.56,14.79,206.68,5.05
605.69,14.80,208.30,5.05
606.56,14.79,206.66,5.05
605.57,14.80,206.78,5.05
605.73,14.79,206.68,5.05
605.31,14.79,208.17,5.12
605.69,14.80,206.82,5.05
605.71,14.80,206.75,5.05
605.46,14.80,208.22,5.05
605.64,14.79,206.66,5.05
298.20,7.36,206.67,5.05
0.07,0.07,66.26,1.74
