eth0-in,eth0-out,eth1-in,eth1-out
450.32,12.01,108.28,4.02
443.32,10.83,93.10,4.04
442.89,10.82,94.48,2.89
441.42,10.82,94.48,2.89
442.87,10.82,94.48,4.62
442.86,10.82,94.48,3.97
442.99,10.83,94.51,2.38
442.53,19.17,94.49,4.62
442.90,27.50,5.91,0.29
442.88,27.50,0.00,0.00
443.23,27.52,51.71,1.81
442.19,26.74,93.00,2.31
442.90,25.16,94.49,2.31
442.91,25.16,94.49,2.31
443.15,22.73,94.54,2.67
442.85,18.60,94.47,2.53
441.87,27.60,94.52,2.31
442.88,27.50,94.48,2.31
442.89,25.92,94.48,2.96
442.02,24.33,94.48,4.62
442.91,18.04,94.49,3.68
442.91,10.82,94.49,2.31
39.86,1.01,93.01,2.31
144.76,4.04,94.54,2.31
405.97,9.96,94.48,2.31
94.48,2.31,94.48,2.31
250.92,5.84,94.48,2.31
442.86,10.82,94.48,2.31
388.16,9.45,94.46,2.31
332.18,9.16,94.49,2.45
443.09,10.83,94.52,2.31
345.47,8.44,94.49,2.31
94.55,2.31,94.55,2.31
94.48,2.31,93.00,2.31
317.71,7.51,94.53,2.31
442.89,12.63,94.48,2.67
442.87,10.82,94.48,2.31
442.86,10.82,94.48,2.31
338.06,8.23,94.48,2.31
118.30,2.67,94.50,2.31
442.89,10.82,94.48,2.31
442.88,10.82,94.48,2.31
175.68,4.26,94.48,2.31
91.60,2.24,94.56,2.24
94.48,2.31,93.00,2.31
401.55,9.52,94.48,2.31
442.89,11.69,94.48,2.53
442.42,10.82,94.47,2.31
442.89,10.82,94.48,2.31
389.75,9.52,94.48,2.31
94.48,2.31,94.48,2.31
304.34,7.15,94.55,2.31
441.40,10.82,94.48,2.31
339.53,8.30,94.48,2.31
335.10,7.95,94.58,2.24
442.95,10.83,93.02,2.31
441.42,10.75,94.49,2.31
443.24,10.83,94.56,2.31
318.90,7.79,94.49,2.31
94.48,2.31,94.48,2.31
94.48,2.31,94.48,2.31
431.36,10.18,94.51,2.31
442.88,10.82,94.48,2.31
208.16,5.12,94.48,2.31
211.11,4.83,94.48,2.31
443.20,10.83,93.07,2.31
442.25,10.82,94.48,2.31
442.91,10.82,94.49,2.31
443.08,10.83,94.52,2.31
442.85,10.82,94.47,2.31
112.20,2.74,94.48,2.31
217.00,4.98,94.48,2.31
442.91,10.82,94.49,2.31
442.73,14.36,94.48,2.96
442.87,10.82,94.48,2.31
442.88,10.82,94.48,2.31
315.94,7.79,94.49,2.31
229.64,6.21,94.48,2.31
0.07,0.07,35.50,0.94
