eth0-in,eth0-out,eth1-in,eth1-out
420.67,11.42,267.08,10.58
410.39,9.96,255.39,9.74
408.91,10.03,253.91,8.30
408.99,10.03,255.43,11.69
410.43,10.03,253.94,10.32
408.93,9.96,255.39,6.28
409.15,10.03,255.40,10.82
408.89,17.60,253.89,12.41
409.70,25.48,255.40,12.48
410.41,25.39,255.40,7.22
409.37,21.95,253.93,7.50
408.94,10.03,255.40,6.21
408.93,9.96,255.39,6.21
149.11,3.68,253.92,6.21
236.02,6.28,254.09,15.87
409.35,10.04,255.66,15.50
408.93,9.96,253.92,14.50
53.15,1.37,255.39,14.51
138.76,3.97,255.37,14.42
410.44,9.96,253.94,14.51
408.44,10.03,255.38,7.33
410.41,9.96,253.92,6.21
408.89,10.03,255.37,6.20
409.98,13.29,255.37,6.28
408.91,23.31,253.91,6.21
409.38,12.99,255.36,6.20
408.92,10.03,255.39,6.21
230.31,5.63,253.93,6.21
115.19,3.32,255.49,6.28
409.26,10.04,255.60,6.21
409.11,10.03,253.92,6.21
408.88,9.88,255.37,15.51
255.37,6.20,255.37,15.76
154.45,4.33,255.39,11.64
408.88,10.03,253.89,6.20
408.93,9.96,255.39,6.28
410.40,10.03,255.39,6.21
408.93,10.03,253.92,6.21
408.92,9.96,255.39,6.28
410.40,10.03,255.40,6.21
408.93,10.03,253.92,6.21
408.94,9.96,255.40,6.28
410.40,10.03,255.39,6.21
408.91,10.03,253.91,6.21
409.31,9.97,255.64,6.28
408.96,10.03,255.42,6.21
410.43,10.03,253.94,6.21
408.96,9.96,255.41,6.28
408.94,10.03,253.93,6.21
184.53,4.62,136.91,3.40
