eth0-in,eth0-out,eth1-in,eth1-out
315.85,8.83,474.20,19.30
302.67,7.43,466.56,18.26
302.94,7.37,465.49,16.18
302.66,7.43,465.07,19.99
302.10,7.36,465.06,17.90
302.65,7.43,466.53,11.40
302.64,7.36,465.04,20.42
303.40,7.43,466.51,26.32
302.65,7.43,465.58,17.20
302.62,7.36,465.01,11.40
302.63,7.43,465.02,11.33
104.83,4.89,466.56,11.33
85.69,2.67,124.10,3.61
302.73,9.60,466.04,14.87
302.64,7.43,465.03,11.33
302.65,7.36,466.52,11.40
303.03,7.43,465.05,11.40
302.64,7.43,465.04,11.33
303.48,7.36,466.64,20.68
287.90,7.14,465.06,26.50
241.86,6.49,466.56,15.12
302.62,7.43,465.39,11.40
302.66,7.36,465.07,11.40
302.74,7.43,466.30,11.33
302.65,7.36,465.05,11.40
302.65,7.43,465.05,11.40
302.71,7.36,466.62,11.33
302.64,7.43,465.03,11.40
302.63,7.36,465.01,11.40
302.80,7.44,466.75,11.33
302.64,7.36,465.03,11.40
302.64,7.43,465.03,11.40
302.73,7.36,466.65,11.33
302.65,7.43,465.05,11.40
302.64,7.36,465.03,11.40
304.13,7.43,466.53,11.40
302.67,7.43,465.07,11.33
302.67,7.36,465.08,11.33
302.66,7.43,466.55,11.40
302.65,7.36,465.04,11.33
302.62,7.43,465.01,11.40
302.63,7.36,456.01,11.11
95.96,2.45,0.07,0.15
