eth0-in,eth0-out,eth1-in,eth1-out
582.11,15.33,285.44,12.46
569.83,13.93,274.58,11.04
571.75,13.94,273.32,8.59
569.94,14.00,273.16,13.35
571.32,13.93,274.59,7.14
570.66,22.92,273.09,12.55
570.68,35.50,274.79,13.43
569.84,35.47,273.11,7.50
570.26,30.30,261.30,6.35
571.28,13.93,274.57,6.71
268.68,6.57,273.11,6.71
171.38,4.76,274.15,6.71
571.34,13.93,273.12,6.71
562.97,13.79,274.83,13.45
569.81,13.42,273.10,17.05
569.80,13.78,274.57,16.96
119.58,2.96,273.11,17.05
272.39,7.29,274.56,11.81
571.80,13.94,273.34,6.64
570.72,13.86,274.61,6.71
569.97,14.00,273.17,6.71
320.52,8.37,274.73,6.64
569.88,13.93,273.13,6.71
570.22,14.00,273.09,6.71
571.32,13.93,274.59,6.71
571.38,32.37,273.95,6.71
569.85,35.47,141.73,3.46
570.07,18.91,221.37,5.91
571.30,13.93,273.13,6.71
571.35,13.93,274.60,6.71
569.99,14.00,273.18,6.71
571.43,13.93,273.16,6.64
569.86,13.93,274.59,6.71
571.50,13.93,273.20,6.71
570.42,13.94,274.87,6.65
569.91,13.93,273.14,6.71
571.70,13.94,273.29,6.71
569.88,13.93,274.60,6.71
571.51,13.93,273.20,6.64
565.73,13.86,274.74,6.71
0.07,0.14,184.09,4.62
