eth0-in,eth0-out,eth1-in,eth1-out
596.34,15.90,153.71,6.82
584.61,14.29,140.25,6.06
584.73,14.29,141.75,4.33
586.17,14.29,140.27,6.86
585.19,14.30,141.86,3.54
584.99,28.05,139.63,5.70
585.06,36.32,141.83,6.93
584.28,34.53,140.25,5.99
585.32,29.34,141.90,3.61
585.67,14.29,140.30,3.46
585.08,14.30,140.36,3.47
194.88,4.83,141.73,3.46
346.92,9.13,140.25,3.46
585.53,21.29,140.25,5.05
584.65,16.02,141.73,3.82
586.12,14.29,140.26,3.39
335.13,8.23,141.73,3.46
292.48,7.29,140.22,3.39
349.86,8.59,141.72,3.46
307.04,7.21,140.23,3.46
584.95,14.30,141.81,3.47
513.73,12.55,140.24,3.39
559.76,13.28,141.73,3.46
482.75,11.83,140.25,3.46
138.77,3.39,140.25,3.39
346.45,11.04,141.73,4.11
584.70,14.29,140.27,3.46
431.61,10.18,141.79,3.47
584.98,14.30,140.34,3.39
321.83,7.86,140.25,3.46
141.73,3.46,141.73,3.46
138.84,3.39,140.31,3.39
141.78,3.46,141.78,3.46
141.72,3.46,140.24,3.46
478.28,11.18,140.24,3.39
558.03,13.64,141.72,3.46
397.79,9.45,140.25,8.35
586.03,14.29,141.71,8.80
484.20,11.91,140.24,8.71
207.39,6.78,140.25,6.73
586.11,14.36,141.73,3.46
585.12,14.23,140.37,3.39
485.61,11.90,141.70,3.46
78.22,2.45,140.28,3.46
585.15,14.30,140.38,3.39
585.00,14.22,141.82,3.47
585.09,14.36,140.26,3.46
585.09,14.23,140.36,3.39
584.62,14.00,141.73,3.46
532.98,12.63,140.29,3.46
584.78,14.29,141.76,3.46
584.56,14.29,140.24,3.39
584.59,14.21,140.24,3.46
586.27,14.29,141.77,3.46
585.09,14.30,140.36,3.39
376.72,9.31,141.82,3.47
