eth0-in,eth0-out,eth1-in,eth1-out
415.31,11.20,288.64,11.52
404.50,9.89,277.54,11.11
404.71,9.89,277.68,8.81
404.66,9.89,277.65,13.57
403.07,9.89,277.57,7.65
404.63,9.89,277.63,9.53
403.86,9.88,276.05,13.56
404.50,19.10,191.92,9.38
404.82,25.11,0.00,0.00
403.00,25.11,0.00,0.00
404.52,25.12,228.83,6.13
404.87,23.41,277.80,6.79
402.99,22.88,276.04,6.78
404.48,22.98,277.53,6.78
404.50,12.26,278.17,6.78
404.52,9.89,277.56,6.78
404.48,9.88,276.05,6.78
403.63,12.30,277.52,6.78
404.84,25.11,277.52,6.78
402.98,25.11,277.51,6.78
405.28,13.52,277.55,6.78
403.15,9.89,277.63,6.78
143.21,3.54,277.57,6.78
112.21,3.32,276.11,6.71
404.52,9.89,277.56,6.78
404.52,9.89,278.42,11.29
144.68,3.54,276.07,17.14
355.04,9.24,277.52,16.65
403.02,9.89,277.54,12.80
404.75,9.89,277.54,6.78
404.71,9.82,277.69,6.79
403.24,9.89,276.21,6.79
404.39,9.89,277.55,6.78
404.51,9.89,277.55,6.78
404.53,9.89,277.56,6.78
403.79,9.89,277.56,6.78
404.56,9.89,277.58,6.78
403.25,9.89,276.22,6.71
405.15,9.90,277.82,6.79
403.05,9.81,277.56,6.78
404.53,9.89,277.56,6.78
405.07,9.96,277.56,6.78
403.02,9.81,276.06,6.78
404.52,9.89,277.55,6.78
404.87,9.90,277.82,6.79
403.02,9.89,277.54,6.78
404.81,9.89,277.76,6.72
404.07,9.89,276.07,6.78
216.99,5.34,277.54,6.78
