eth0-in,eth0-out,eth1-in,eth1-out
130.39,6.09,603.09,15.26
118.10,4.40,594.90,14.50
116.64,4.84,595.01,14.58
116.63,3.82,594.96,14.50
118.10,3.97,594.95,15.89
116.94,5.70,594.94,36.94
118.11,5.48,595.00,36.94
116.63,2.89,595.37,35.61
118.12,2.81,595.04,33.70
116.63,2.89,594.75,14.58
116.62,2.89,594.90,14.50
118.12,2.89,595.01,24.42
116.64,2.81,286.43,13.02
118.10,2.89,594.91,14.57
116.62,2.89,305.58,7.43
118.10,4.33,382.31,16.88
116.63,5.12,594.96,26.27
118.10,2.89,594.93,14.58
116.62,2.81,594.89,14.50
118.10,2.89,85.63,2.09
116.64,2.89,63.49,2.09
118.11,2.81,115.15,2.81
116.63,2.89,223.48,5.12
116.63,2.89,401.57,9.81
118.10,2.89,118.10,2.89
116.63,2.81,524.08,12.48
118.10,2.89,577.21,14.07
116.64,2.89,446.64,10.61
118.11,2.89,594.96,14.50
116.63,2.81,236.21,5.77
118.11,2.89,118.11,2.89
116.68,2.89,373.84,8.81
118.12,2.89,595.01,14.58
116.63,2.81,429.61,10.46
116.64,2.89,460.00,10.90
118.10,2.89,490.11,11.98
116.63,2.81,115.15,2.81
118.10,2.89,118.10,2.89
116.63,2.89,118.11,2.89
118.11,2.89,118.11,2.89
116.63,2.81,115.16,2.81
118.10,2.89,245.07,5.77
116.63,2.89,594.95,14.50
118.13,2.89,596.25,14.58
116.62,2.81,442.86,10.82
118.11,2.89,118.11,2.89
116.63,3.27,129.92,3.17
116.63,6.62,537.37,12.84
118.12,6.71,595.04,14.43
116.63,6.62,271.65,6.64
118.10,6.71,552.36,13.06
116.63,6.63,388.28,9.45
118.11,6.71,236.21,5.77
116.63,5.86,426.65,10.10
118.09,2.89,594.90,14.50
116.64,2.89,593.99,14.58
118.20,2.82,595.41,14.59
116.74,2.89,595.50,14.44
116.63,2.89,341.02,8.37
118.14,2.89,131.94,2.96
116.61,2.81,594.88,14.50
118.09,2.89,594.89,14.50
116.62,2.89,594.90,14.57
118.10,2.89,593.98,14.57
116.62,2.81,460.59,11.26
118.10,2.89,546.23,13.93
116.64,2.89,82.83,2.09
118.11,2.81,0.00,0.00
36.98,1.01,0.00,0.07
