eth0-in,eth0-out,eth1-in,eth1-out
408.73,10.99,154.01,5.89
398.57,9.81,141.71,5.70
398.61,9.74,141.73,6.21
400.05,9.74,141.72,3.46
398.59,9.74,141.72,5.84
400.05,9.74,141.71,6.93
398.73,9.82,141.77,5.34
398.59,19.29,141.41,3.46
400.18,24.75,141.76,3.46
399.03,24.87,141.88,3.90
399.30,21.62,140.35,3.61
398.60,9.74,141.72,3.46
392.69,12.34,141.72,4.55
400.03,19.48,141.71,6.93
398.60,19.55,141.72,6.93
399.11,11.98,141.72,4.26
398.59,9.74,141.72,3.46
98.21,3.72,141.75,3.68
398.60,15.23,141.72,5.34
400.10,9.74,141.73,3.46
398.60,10.68,141.72,3.82
399.34,9.81,140.25,3.39
224.39,5.48,141.72,3.46
107.80,2.89,141.76,3.46
398.61,9.74,141.73,3.46
253.92,6.21,141.72,3.46
335.82,7.94,141.78,3.46
398.58,9.74,141.72,3.46
398.59,9.74,141.72,4.87
367.62,8.95,141.73,8.80
398.59,9.67,140.24,8.71
400.07,9.74,141.72,8.80
299.67,7.29,141.71,8.80
338.17,7.94,141.71,6.78
400.07,10.53,141.72,3.75
398.63,9.81,141.73,3.46
400.22,9.74,141.78,3.46
398.60,9.74,141.72,3.46
398.59,9.74,141.72,3.46
399.57,9.81,141.71,3.46
398.59,9.74,141.72,3.46
400.08,9.74,141.72,3.46
399.02,9.81,140.25,3.46
398.59,9.74,141.72,3.46
400.08,9.74,141.72,3.46
398.59,9.74,141.72,3.46
399.84,9.74,141.73,3.46
398.60,9.74,141.72,3.46
398.59,9.74,141.72,3.46
400.04,9.81,141.71,3.46
398.90,9.74,141.75,3.46
398.60,9.74,141.72,3.46
400.25,9.82,141.79,3.47
398.59,9.74,141.72,3.39
399.01,9.74,140.27,3.46
400.08,9.81,141.73,3.46
398.59,9.74,141.72,3.46
399.07,9.74,141.73,3.46
398.59,9.74,141.72,3.46
400.07,9.81,141.72,3.46
398.56,9.74,141.71,3.46
400.04,9.74,141.73,3.46
320.34,7.86,141.72,3.46
0.07,0.07,44.99,1.23
