eth0-in,eth0-out,eth1-in,eth1-out
604.17,16.05,130.69,6.46
594.86,14.57,116.61,4.11
594.96,14.50,118.11,5.41
594.97,14.58,116.63,2.81
594.99,15.69,118.11,5.48
594.94,36.94,117.04,5.70
594.94,36.94,116.63,3.25
595.94,34.87,118.15,2.89
594.95,33.80,116.63,2.89
594.33,16.68,118.10,2.89
544.75,13.35,116.63,2.81
75.29,2.38,118.10,2.89
118.09,2.89,116.62,2.89
404.50,9.52,116.63,2.81
594.94,14.50,118.10,2.89
335.12,8.59,116.64,2.96
594.94,25.69,118.10,5.12
584.62,14.29,116.63,2.81
354.39,11.98,118.13,3.68
594.95,18.62,116.63,3.61
595.67,16.81,118.11,3.32
594.94,14.58,116.63,2.81
594.99,14.58,118.11,2.89
63.48,1.59,116.63,2.89
327.12,8.59,118.09,2.81
367.59,8.95,116.62,2.89
292.46,6.71,116.69,2.89
594.93,14.58,118.10,2.89
594.98,14.44,116.70,2.82
503.39,12.34,118.10,2.89
118.10,2.89,116.62,2.89
118.10,2.89,118.10,2.89
115.22,2.82,116.70,2.82
196.40,4.76,118.13,2.89
594.95,17.97,116.63,3.61
588.32,14.00,116.63,2.81
595.30,14.51,118.17,2.89
595.02,14.51,116.64,2.89
594.92,14.58,118.10,2.89
159.44,3.90,116.62,2.81
118.10,2.89,118.10,2.89
118.09,2.89,116.62,2.89
118.11,2.89,118.11,2.89
426.02,10.10,116.61,2.81
595.03,16.31,118.12,3.32
594.95,14.58,116.63,2.81
595.55,14.58,116.64,2.89
310.02,7.58,118.10,2.89
84.15,2.60,118.10,2.89
118.11,2.89,116.63,2.89
577.21,13.78,118.10,2.89
115.14,2.81,116.62,2.81
118.10,2.89,118.10,2.89
579.12,13.78,116.65,2.89
594.97,14.58,118.11,2.89
594.97,14.50,116.63,2.81
469.49,11.47,118.11,2.89
118.11,2.89,116.63,2.89
115.15,2.81,116.63,2.81
118.10,2.89,118.10,2.89
118.10,2.89,116.63,2.89
588.71,14.14,118.09,2.89
594.31,14.58,116.64,2.81
594.94,14.50,118.10,2.89
296.74,7.29,116.63,2.89
128.44,3.68,118.11,2.89
118.11,2.89,116.63,2.89
153.52,3.46,118.09,2.81
174.21,4.26,116.63,2.89
0.07,0.07,50.08,1.30
