eth0-in,eth0-out,eth1-in,eth1-out
554.57,14.60,163.16,6.75
543.36,13.35,149.13,4.11
543.33,13.28,150.60,7.14
545.17,13.29,150.70,3.83
543.28,13.28,149.11,3.68
544.71,13.28,150.57,3.68
542.99,31.45,149.11,6.35
544.77,33.73,118.11,5.77
543.35,33.83,144.70,7.07
544.60,27.49,149.26,7.30
543.26,16.31,150.58,4.91
544.71,15.87,149.09,3.68
543.82,30.89,150.73,3.68
543.27,23.62,150.23,3.68
297.61,6.93,149.22,3.61
543.27,13.28,150.58,3.68
544.74,13.35,150.58,3.68
543.29,13.21,149.11,3.68
315.92,7.72,150.58,3.68
147.63,3.61,149.11,3.61
472.30,11.26,150.57,3.68
543.27,13.28,150.58,3.68
248.05,5.77,149.12,3.68
545.14,15.09,150.69,4.12
544.05,13.28,149.09,3.68
373.47,9.16,150.57,3.68
150.58,3.68,150.58,3.68
323.31,7.87,149.11,3.61
543.23,13.28,150.57,3.68
342.53,8.37,150.59,3.68
165.73,3.75,149.12,3.68
543.45,13.28,150.63,3.68
543.29,13.28,149.11,3.61
544.75,13.35,150.58,3.68
438.92,10.69,150.74,3.68
150.59,3.68,149.11,3.68
496.39,11.83,150.58,3.68
543.31,13.28,149.11,3.61
504.87,11.98,150.58,3.68
543.92,13.28,150.59,3.68
544.68,13.28,149.09,3.68
351.35,9.24,150.58,3.68
147.63,3.61,150.58,3.61
488.67,11.69,149.11,3.68
543.03,13.28,150.58,3.68
544.78,13.28,149.11,3.68
543.27,13.28,150.58,3.68
544.74,13.28,150.58,3.68
178.63,4.98,149.10,3.61
315.47,7.43,150.58,3.68
544.77,13.35,150.59,3.68
543.35,13.28,149.19,3.68
544.88,13.28,150.62,3.68
137.29,3.97,149.10,3.61
150.58,3.68,150.58,3.68
150.59,3.68,150.59,3.68
180.15,4.11,149.14,3.68
544.68,13.28,150.56,3.68
543.18,13.28,149.11,3.61
544.77,13.28,150.59,3.68
543.32,13.35,150.59,3.68
231.89,5.70,149.11,3.68
0.07,0.07,59.19,2.31
