eth0-in,eth0-out,eth1-in,eth1-out
335.00,9.55,429.77,16.70
323.34,7.87,420.79,15.80
324.99,7.94,421.01,18.70
323.38,7.94,420.84,13.14
323.45,7.87,420.93,16.53
324.35,7.94,420.90,20.57
301.22,7.43,420.82,15.88
318.82,8.37,420.66,25.99
324.79,7.94,421.51,23.97
323.33,7.87,420.77,23.90
287.87,7.07,420.74,23.90
98.20,2.96,421.16,20.29
323.44,7.94,420.92,10.25
324.94,7.94,420.95,10.32
323.28,7.86,353.19,8.30
323.45,7.94,420.93,10.25
323.97,12.44,420.86,10.32
324.85,7.87,420.83,10.32
323.47,7.94,420.95,10.25
323.32,7.87,420.76,10.32
323.55,7.94,421.06,22.73
324.97,7.94,420.98,26.14
323.64,7.94,420.88,12.89
323.31,7.87,420.75,10.32
323.30,7.94,420.23,10.32
324.78,7.94,420.74,10.25
323.54,7.87,421.80,10.33
323.41,7.94,420.87,10.25
324.81,7.94,420.78,10.32
323.35,7.87,421.04,10.25
323.42,7.94,420.89,10.32
324.93,7.94,420.93,10.32
323.30,7.86,419.72,10.25
323.31,7.94,420.74,10.32
324.81,7.94,420.94,10.32
323.31,7.87,422.22,10.25
323.33,7.94,420.77,10.32
324.81,7.94,420.90,10.32
323.53,7.87,421.03,10.25
323.29,7.94,420.88,10.32
325.07,7.87,301.80,7.44
323.43,7.94,0.00,0.00
175.87,4.41,0.07,0.07
