eth0-in,eth0-out,eth1-in,eth1-out
219.94,9.56,612.43,24.85
206.68,8.30,606.74,24.39
206.83,8.16,605.73,23.83
208.20,6.71,605.41,19.78
205.98,6.57,605.86,19.57
208.28,10.11,604.16,37.60
206.74,9.96,606.92,37.59
207.20,5.41,605.57,27.78
206.70,5.05,605.33,14.79
206.68,7.79,605.03,23.02
208.15,5.12,605.26,14.79
206.64,5.05,523.98,15.64
206.70,5.41,595.71,16.02
208.16,5.05,500.46,12.19
206.69,5.05,206.69,5.05
206.74,5.12,424.77,10.18
208.26,5.13,605.59,14.80
206.67,5.05,330.67,8.08
206.68,5.05,206.68,5.05
208.17,10.41,479.83,11.40
206.69,11.82,600.87,14.65
206.68,11.74,481.22,11.47
208.12,11.74,605.18,14.79
206.68,11.82,100.39,2.45
206.68,9.91,179.59,4.98
206.69,5.05,605.30,14.79
208.15,5.05,605.27,14.72
206.69,5.05,606.05,14.79
206.68,5.05,138.77,3.39
208.14,5.12,490.09,12.48
206.65,5.05,605.60,14.86
206.74,5.05,605.44,14.72
208.29,5.05,605.68,14.80
206.67,5.05,410.91,10.75
206.72,5.05,605.38,14.79
208.17,5.12,605.31,14.79
206.68,5.05,606.35,14.72
206.88,5.06,605.86,14.73
206.69,5.05,605.29,14.79
208.17,5.05,416.79,10.82
206.70,5.05,605.33,14.79
206.68,5.05,605.28,14.72
208.22,5.12,606.93,14.72
206.83,5.05,605.37,14.73
206.77,5.05,605.55,14.80
206.68,5.05,605.29,14.86
208.17,5.05,605.32,14.79
206.68,5.05,162.39,3.97
24.72,0.94,0.00,0.07
