eth0-in,eth0-out,eth1-in,eth1-out
217.61,8.99,427.84,16.84
205.30,7.29,417.98,15.09
203.72,9.52,417.77,19.34
205.20,5.41,416.31,11.04
205.20,9.96,417.78,20.42
203.74,9.31,417.82,18.98
204.65,5.05,417.78,10.17
205.18,4.98,417.74,22.15
7.38,0.22,416.75,26.03
81.19,3.97,416.29,25.85
205.18,9.96,417.73,23.91
203.74,10.03,417.81,23.73
205.22,5.34,417.82,23.73
205.07,6.13,417.86,16.46
203.73,4.98,416.31,13.74
205.21,5.05,417.80,25.94
205.21,4.98,417.77,25.65
203.73,4.98,417.79,21.72
205.21,5.05,417.79,10.25
205.22,4.98,396.17,9.38
203.73,4.98,416.31,10.17
205.22,5.05,417.83,10.18
205.22,4.98,417.82,10.25
203.81,4.98,417.95,10.18
205.22,5.05,416.71,10.25
203.91,4.98,418.16,10.18
205.24,4.98,416.38,10.18
205.20,5.05,418.07,10.03
203.73,4.98,417.79,10.17
205.19,4.98,131.38,3.25
205.21,5.05,225.88,6.06
203.73,4.98,413.36,9.81
205.20,9.18,417.79,10.17
205.20,11.66,206.68,5.12
203.73,11.57,0.00,0.00
205.19,11.66,0.00,0.00
205.22,9.55,143.82,4.04
203.72,4.98,416.30,10.25
205.20,5.05,417.79,10.17
205.20,4.98,417.79,10.25
203.85,4.98,418.03,10.18
205.20,5.05,416.31,10.17
205.22,4.98,417.83,10.25
203.77,4.98,417.88,10.18
205.22,5.05,417.82,10.25
205.26,4.98,416.43,10.18
203.76,4.98,417.86,10.18
205.38,5.06,418.14,10.25
203.71,4.98,416.27,10.17
205.20,4.98,417.78,10.17
205.20,5.05,417.78,10.25
203.93,4.98,418.21,10.18
205.20,4.98,416.31,10.17
205.32,4.98,418.03,10.25
203.73,5.05,417.79,10.17
205.21,4.98,417.81,10.25
205.20,5.05,416.30,10.17
25.17,0.73,119.29,2.96
