eth0-in,eth0-out,eth1-in,eth1-out
210.98,8.76,593.70,23.48
196.50,7.51,589.49,22.31
197.83,7.22,587.58,21.50
198.04,7.30,589.69,21.89
197.93,4.84,588.59,14.37
198.02,8.02,588.14,26.95
91.53,4.55,588.34,36.57
211.11,8.23,587.56,36.04
197.92,4.84,589.32,33.46
196.33,4.83,588.99,33.37
197.82,4.76,587.56,26.98
198.35,4.91,589.64,14.30
197.84,6.57,587.60,19.63
197.84,5.12,589.80,30.48
196.32,4.83,587.47,33.45
197.82,4.83,588.66,27.73
197.82,4.83,589.03,14.36
197.92,4.84,588.13,14.44
197.83,4.83,530.01,12.99
197.83,4.83,0.00,0.00
197.84,4.83,146.17,4.11
196.35,4.76,324.79,7.58
197.84,4.83,546.17,13.06
197.84,4.83,589.09,14.43
197.82,6.61,586.09,14.29
197.81,12.28,479.76,11.33
197.81,12.28,589.01,14.21
197.83,12.28,336.60,8.23
196.42,8.83,281.08,7.72
197.80,4.83,587.50,14.43
197.86,4.84,589.16,14.36
197.88,4.84,589.13,14.36
197.82,4.83,587.57,14.36
197.82,4.83,589.03,14.36
197.94,4.84,589.40,14.37
196.51,4.84,588.75,14.44
197.83,4.83,587.58,14.36
197.80,4.83,588.25,14.36
197.83,4.83,589.05,14.43
197.85,4.84,589.11,14.36
198.03,4.77,588.61,14.45
196.37,4.84,589.11,14.36
197.83,4.83,588.00,14.43
197.88,4.84,589.21,14.36
197.83,4.83,160.26,3.97
59.12,1.52,0.00,0.07
