eth0-in,eth0-out,eth1-in,eth1-out
289.98,12.02,414.34,10.64
276.06,11.04,404.49,9.89
277.60,10.32,404.59,9.82
277.55,11.40,403.04,9.89
277.79,7.08,404.86,9.89
277.56,13.57,404.53,9.89
277.00,13.49,403.02,9.89
277.55,9.45,404.51,17.76
277.55,6.78,404.51,19.41
277.55,6.78,404.52,9.89
276.79,6.78,404.45,9.81
224.40,5.56,403.03,9.89
264.33,15.02,1.48,0.07
276.50,12.55,317.41,13.71
277.54,6.78,404.50,9.89
277.51,6.78,253.89,6.20
277.55,6.78,221.45,5.99
277.55,6.78,404.51,9.81
277.05,10.62,403.06,9.81
276.94,10.51,388.24,9.16
277.54,6.78,404.50,9.89
277.54,6.78,404.50,9.89
277.50,6.78,404.50,9.89
277.52,6.78,404.46,23.57
277.55,6.78,403.03,25.11
277.55,6.78,404.52,25.12
182.95,5.12,404.55,22.89
277.62,6.78,404.61,9.89
277.54,6.71,403.02,9.89
276.20,6.79,404.69,9.82
277.52,6.78,404.78,9.88
277.54,6.78,403.02,9.89
277.54,6.78,404.93,9.96
277.56,6.78,404.53,9.89
277.57,6.78,403.07,9.81
276.11,6.78,404.56,9.89
277.55,6.78,404.27,9.89
277.76,6.79,404.81,9.82
277.54,6.78,403.02,9.89
277.54,6.78,404.70,9.96
277.55,6.78,404.52,9.89
277.51,6.78,403.74,9.88
276.07,6.71,404.51,9.89
277.58,6.78,404.56,9.89
277.55,6.78,404.21,9.89
277.54,6.78,403.02,9.81
277.57,6.78,404.54,9.89
276.32,6.79,89.65,2.31
63.55,1.59,0.00,0.07
