eth0-in,eth0-out,eth1-in,eth1-out
557.79,14.67,247.00,9.28
549.22,13.42,234.75,8.80
549.21,13.42,234.74,9.96
547.72,13.42,233.26,7.29
549.14,13.42,234.71,11.47
550.07,22.61,234.75,8.73
549.20,34.01,73.82,1.88
549.16,34.10,0.00,0.00
547.69,34.10,177.15,4.91
549.17,31.24,234.73,10.82
549.19,31.20,234.73,8.95
549.23,30.61,233.90,5.99
549.36,33.06,234.72,6.64
549.19,34.10,234.73,5.70
549.63,32.46,234.93,5.71
549.17,13.42,234.73,5.77
548.07,13.50,234.82,5.70
549.32,13.42,234.79,5.70
94.48,2.31,233.25,5.77
137.30,3.90,234.74,5.70
494.61,11.69,234.75,5.77
549.11,13.49,234.72,5.70
549.28,13.42,234.77,7.76
509.29,12.41,234.72,14.57
544.78,13.21,234.74,14.57
549.21,13.21,234.74,14.57
548.93,13.28,234.73,7.87
549.45,13.36,234.85,5.70
549.16,13.42,234.72,5.70
547.71,13.42,233.26,5.77
549.22,13.42,234.75,5.70
549.23,13.42,234.75,5.77
549.20,13.42,234.74,5.70
549.18,13.42,234.73,5.77
549.68,13.43,234.94,5.71
549.23,13.35,234.75,5.77
549.15,13.42,234.72,5.70
548.20,13.43,234.94,5.71
549.21,13.42,233.26,5.77
549.30,13.42,234.78,5.70
549.23,13.42,234.75,5.77
549.23,13.42,234.75,5.70
549.20,13.42,234.74,5.77
547.79,13.35,234.77,5.70
177.93,4.47,208.32,5.20
n/a,n/a,0.00,0.00
