eth0-in,eth0-out,eth1-in,eth1-out
266.90,11.46,419.71,11.18
255.44,8.52,410.48,9.96
254.18,8.96,409.35,10.04
255.39,11.98,408.93,10.03
255.57,8.52,409.20,9.96
253.93,12.48,408.95,10.03
255.44,8.37,409.93,10.03
253.93,6.21,408.94,17.82
255.51,6.21,410.58,25.40
254.35,6.57,408.95,12.57
255.40,6.21,408.93,9.96
255.64,6.43,409.33,10.26
253.92,12.48,409.35,19.99
255.37,11.90,409.22,19.12
254.13,6.21,410.74,11.21
255.40,7.72,408.93,20.18
255.57,6.21,409.20,10.04
254.28,6.28,408.85,9.96
255.50,6.21,29.54,0.79
254.16,6.28,395.39,10.18
255.64,10.62,409.32,9.97
253.91,15.38,271.62,6.71
255.36,15.20,211.08,5.70
255.40,12.59,408.93,10.46
253.94,6.28,410.44,10.03
255.37,6.28,408.84,10.03
253.91,6.21,408.92,9.96
255.63,6.21,410.78,10.04
255.50,6.21,408.97,9.96
253.94,6.28,408.96,10.03
255.40,6.21,410.41,9.96
255.35,6.20,408.13,10.03
254.07,6.28,410.64,9.96
255.41,6.21,408.94,10.03
254.18,6.21,409.93,10.04
255.40,6.28,408.93,10.03
255.41,6.21,408.95,9.96
253.90,6.21,409.03,10.03
255.65,6.28,410.81,10.04
254.10,6.21,409.38,10.04
255.41,6.21,408.95,10.03
253.85,6.20,408.82,9.95
255.46,6.28,410.50,10.03
255.44,6.21,409.00,10.03
253.91,6.21,408.91,9.96
255.39,6.28,409.41,10.03
255.65,6.21,409.33,10.04
253.93,6.21,410.41,10.03
255.42,6.28,409.47,9.96
253.92,6.21,360.40,8.95
246.66,6.07,0.00,0.07
