eth0-in,eth0-out,eth1-in,eth1-out
83.81,3.79,406.26,10.22
70.86,3.46,394.15,9.60
70.86,2.02,395.65,9.67
70.88,2.09,395.75,9.67
69.39,3.39,394.19,9.67
70.86,3.03,395.64,9.67
70.86,1.73,395.61,9.60
70.86,3.39,394.17,9.67
70.93,2.74,395.92,22.33
69.41,1.73,394.30,24.48
70.86,1.80,395.65,24.56
70.86,1.73,395.65,24.47
70.86,1.73,394.17,24.56
69.40,1.66,395.01,23.39
70.88,1.80,395.77,22.48
70.86,1.73,395.61,22.39
70.86,3.32,394.18,19.64
70.85,3.46,394.84,21.26
69.38,3.39,395.63,24.56
70.91,3.47,395.91,24.49
70.85,1.88,33.95,2.17
70.86,1.73,0.00,0.00
70.94,1.66,47.29,1.73
69.39,1.80,394.18,9.60
70.86,1.73,395.64,9.67
70.87,1.73,202.94,5.20
70.86,1.73,394.14,9.60
69.38,1.73,395.63,9.67
70.86,1.73,259.83,6.71
70.86,1.73,181.58,5.05
70.87,1.73,395.67,9.67
70.88,1.73,395.73,9.60
69.42,1.66,394.57,9.67
70.87,1.73,395.68,9.67
70.86,1.73,299.70,7.50
70.86,1.73,106.29,3.46
70.86,1.73,106.29,3.46
69.39,1.73,106.29,3.46
70.94,1.73,365.02,9.10
70.86,1.73,394.16,9.60
70.88,1.73,156.05,4.26
69.38,1.73,395.62,9.60
70.86,1.73,394.18,9.67
70.86,1.73,339.54,8.37
70.87,1.73,177.17,4.69
70.86,1.73,394.17,9.67
69.38,1.73,395.62,9.67
70.86,1.73,360.20,8.80
70.86,1.73,106.29,3.46
70.90,1.73,104.87,3.39
70.89,1.73,104.85,3.39
69.39,1.73,106.29,3.46
70.86,2.31,327.45,11.62
70.86,1.73,395.65,9.67
70.86,1.80,394.17,9.60
70.86,1.73,395.65,9.67
69.46,1.66,259.64,6.93
70.86,1.73,394.17,9.67
70.86,1.80,320.35,8.01
70.86,1.73,106.29,3.46
69.38,1.66,103.34,3.39
70.86,1.73,104.81,3.39
70.86,1.73,106.29,3.46
70.86,1.73,106.29,3.46
70.86,1.73,162.38,4.40
69.38,1.73,395.64,9.67
70.86,1.73,327.73,8.15
70.86,1.73,103.34,3.32
70.87,1.73,120.36,3.61
70.86,1.73,394.16,9.67
69.39,1.66,395.65,9.67
70.85,1.73,395.60,9.60
70.87,1.73,370.58,8.88
70.89,1.73,395.80,9.67
70.93,1.73,394.56,9.68
69.42,1.73,394.60,9.67
70.86,1.73,395.64,9.67
70.86,1.73,177.15,4.91
70.86,1.73,380.88,9.16
69.41,1.73,395.79,9.60
70.86,1.73,383.83,9.45
70.92,1.73,168.23,4.40
70.86,1.73,394.16,9.67
70.87,1.80,366.15,8.73
69.39,1.66,395.65,9.67
70.87,1.73,330.72,8.23
70.89,1.73,106.33,3.46
70.86,1.73,106.29,3.46
70.87,1.73,106.30,3.46
69.37,1.73,279.73,6.93
70.86,1.73,395.63,9.67
70.86,1.73,212.58,5.70
70.86,1.73,104.81,3.39
69.38,1.66,103.34,3.39
70.86,1.73,104.81,3.39
70.86,1.73,385.02,9.16
70.86,1.73,394.18,9.67
70.86,1.80,395.66,9.67
69.38,1.66,52.55,1.37
70.86,1.73,0.00,0.00
70.86,1.73,0.00,0.00
70.86,1.73,0.00,0.00
70.91,1.73,0.00,0.00
69.42,1.73,0.00,0.00
63.56,1.59,0.07,0.07
n/a,n/a,n/a,n/a
