Cenario,BandA,BandB,RTTA,RTTB,SentA,SentB,Sent,Retrans,Lost,Time
1,5,5,0.0797,0.0797,,,0,0,0,
2,5,5,0.0819,0.0819,,,0,0,0,
3,5,5,0.0935,0.0935,,,0,0,0,
4,5,5,0.0806,0.0806,,,0,0,0,
5,5,5,0.0922,0.0922,,,0,0,0,
6,5,5,0.0791,0.0791,,,0,0,0,
7,5,5,0.0780,0.0780,,,0,0,0,
8,5,5,0.8292,0.8292,,,0,0,0,
9,5,5,0.0926,0.0926,,,0,0,0,
10,5,5,0.0841,0.0841,,,0,0,0,
