eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
98.20,10.49,69.64,3.86
300.05,9.79,56.66,2.42
359.21,10.79,57.21,0.43
84.49,3.18,56.55,1.36
447.75,12.59,56.51,1.58
449.40,12.96,56.54,1.50
447.69,12.73,56.79,1.56
449.28,12.91,56.54,1.58
447.49,12.71,56.80,1.63
449.52,12.81,56.83,1.64
447.76,12.71,1.14,0.00
449.20,12.98,0.00,0.00
447.48,12.88,0.00,0.00
449.51,12.76,0.00,0.00
447.78,12.87,0.00,0.00
449.18,12.88,0.00,0.00
447.68,12.72,0.00,0.00
449.22,12.72,0.00,0.00
447.64,12.80,0.00,0.00
448.94,12.85,0.00,0.00
448.96,12.75,0.00,0.00
447.87,13.23,0.00,0.00
449.08,12.74,0.00,0.00
448.18,12.85,0.00,0.00
447.74,12.81,0.00,0.00
449.13,12.89,0.00,0.00
447.76,12.79,0.00,0.00
449.04,12.75,0.00,0.00
449.10,12.79,0.07,0.00
447.57,12.81,0.00,0.00
449.44,12.82,0.00,0.00
448.13,12.93,0.00,0.00
447.60,12.96,0.00,0.00
449.62,12.83,0.00,0.00
448.14,12.78,0.00,0.00
448.89,12.68,0.00,0.00
447.71,12.78,0.00,0.00
449.29,12.68,0.00,0.00
447.87,12.78,0.00,0.00
447.86,12.72,0.00,0.00
448.56,13.06,0.00,0.00
449.69,12.89,0.00,0.00
448.36,12.87,0.00,0.00
448.55,12.81,0.00,0.00
448.52,12.77,0.00,0.00
448.13,12.92,0.07,0.00
448.13,12.86,0.00,0.00
448.53,12.81,0.00,0.00
