eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
345.66,17.63,338.12,14.54
338.74,7.46,502.82,16.04
338.38,9.56,501.81,14.96
338.14,9.26,502.74,14.93
338.27,9.62,501.17,14.96
338.53,9.32,503.22,15.46
339.66,9.31,501.52,14.82
338.41,9.30,502.94,15.32
338.92,9.32,501.18,14.95
338.12,9.30,501.95,15.56
339.13,10.22,10.87,0.29
337.46,10.30,0.00,0.00
338.73,9.91,0.00,0.00
338.66,10.18,0.00,0.00
338.76,9.90,0.00,0.00
339.39,9.91,0.00,0.00
338.73,9.84,0.00,0.00
337.62,10.24,0.00,0.00
338.74,10.05,0.00,0.00
339.23,10.16,0.00,0.00
338.91,9.99,0.00,0.00
338.62,10.06,0.00,0.00
337.45,9.84,0.00,0.00
338.97,10.11,0.00,0.00
338.88,9.87,0.00,0.00
339.17,10.15,0.00,0.00
338.73,10.00,0.00,0.00
337.65,9.99,0.00,0.00
338.66,9.83,0.00,0.00
338.95,10.09,0.00,0.00
339.14,9.89,0.00,0.00
337.59,9.88,0.00,0.00
339.45,9.87,0.00,0.00
338.07,10.22,0.00,0.00
338.83,9.82,0.00,0.00
339.19,9.82,0.00,0.00
337.43,9.90,0.00,0.00
339.33,9.80,0.00,0.00
339.20,9.82,0.00,0.00
338.45,10.26,0.00,0.00
338.23,9.87,0.00,0.00
338.14,9.90,0.00,0.00
339.65,9.92,0.00,0.00
338.05,9.93,0.00,0.00
339.20,9.92,0.00,0.00
338.45,9.81,0.00,0.00
337.82,9.92,0.00,0.00
339.36,9.90,0.00,0.00
