eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
285.68,15.99,382.23,13.63
276.64,7.86,405.25,12.40
276.74,7.60,404.29,12.21
277.95,7.66,404.00,12.15
276.79,7.65,403.50,12.41
277.92,7.63,404.87,12.23
277.36,7.74,404.24,12.06
277.99,7.53,404.10,11.97
276.37,7.63,403.02,12.61
278.30,7.60,405.07,12.15
277.08,8.45,6.79,0.30
276.88,8.41,0.00,0.00
278.04,8.24,0.00,0.00
277.04,8.40,0.00,0.00
276.84,8.24,0.00,0.00
276.97,8.17,0.00,0.00
278.01,8.31,0.00,0.00
277.07,8.33,0.00,0.00
278.13,8.23,0.00,0.00
276.77,8.21,0.00,0.00
276.95,8.21,0.00,0.00
278.06,8.24,0.00,0.00
276.98,8.31,0.00,0.00
276.75,8.33,0.00,0.00
278.45,8.31,0.00,0.00
277.19,8.25,0.00,0.00
276.77,8.15,0.00,0.00
277.00,8.35,0.00,0.00
278.45,8.24,0.00,0.00
276.69,8.54,0.00,0.00
277.06,8.38,0.00,0.00
278.23,8.39,0.00,0.00
277.25,8.18,0.00,0.00
276.86,8.14,0.00,0.00
276.97,8.12,0.00,0.00
278.02,8.31,0.00,0.00
276.85,8.19,0.00,0.00
276.94,8.31,0.00,0.00
277.96,8.48,0.00,0.00
276.76,8.07,0.00,0.00
277.95,8.30,0.00,0.00
277.16,8.38,0.00,0.00
277.20,8.22,0.00,0.00
278.26,8.21,0.00,0.00
276.86,8.20,0.00,0.00
276.68,8.03,0.00,0.00
278.53,8.25,0.00,0.00
277.14,8.49,0.00,0.00
277.40,8.30,0.00,0.00
277.09,8.22,0.00,0.00
277.11,8.24,0.00,0.00
277.10,8.22,0.00,0.00
277.24,8.37,0.00,0.00
278.38,8.18,0.00,0.00
276.87,8.32,0.00,0.00
277.07,8.23,0.00,0.00
277.11,8.38,0.00,0.00
277.13,8.43,0.00,0.00
278.46,8.30,0.00,0.00
277.31,8.36,0.00,0.00
277.43,8.21,0.00,0.00
