eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
145.48,13.14,175.81,8.36
277.47,7.92,403.13,12.99
276.97,7.64,405.30,12.45
277.10,7.62,403.37,12.43
277.99,7.71,404.25,12.50
276.16,7.52,404.83,12.43
278.43,7.67,403.79,12.88
277.39,7.40,403.31,12.18
277.39,7.69,405.00,12.31
276.32,7.62,404.61,12.32
278.22,8.39,7.93,0.35
277.11,8.65,0.00,0.00
276.88,8.45,0.00,0.00
276.94,8.33,0.00,0.00
278.52,8.26,0.00,0.00
276.63,8.28,0.00,0.00
276.87,8.40,0.00,0.00
278.40,8.24,0.00,0.00
276.83,8.15,0.00,0.00
276.91,8.74,0.00,0.00
278.05,8.21,0.00,0.00
276.83,8.24,0.00,0.00
278.31,8.33,0.00,0.00
277.07,8.11,0.00,0.00
276.90,8.27,0.00,0.00
277.98,8.09,0.00,0.00
276.76,8.40,0.00,0.00
276.77,8.12,0.00,0.00
278.17,8.31,0.00,0.00
276.88,8.18,0.00,0.00
277.04,8.44,0.00,0.00
278.44,8.15,0.00,0.00
277.01,8.12,0.00,0.00
277.02,8.15,0.00,0.00
278.12,8.41,0.00,0.00
277.26,8.27,0.07,0.00
276.77,8.25,0.00,0.00
277.13,8.43,0.00,0.00
276.90,8.17,0.00,0.00
278.09,8.45,0.00,0.00
277.07,8.27,0.00,0.00
278.15,8.25,0.00,0.00
277.23,8.28,0.00,0.00
276.59,8.22,0.00,0.00
278.13,8.26,0.00,0.00
277.11,8.25,0.00,0.00
276.86,8.20,0.00,0.00
276.90,8.05,0.00,0.00
277.75,8.07,0.00,0.00
276.96,8.17,0.00,0.00
278.52,8.42,0.00,0.00
277.35,8.21,0.00,0.00
277.33,8.27,0.00,0.00
276.85,8.18,0.00,0.00
277.14,8.09,0.00,0.00
277.25,8.31,0.00,0.00
277.06,8.21,0.00,0.00
278.34,8.21,0.00,0.00
276.82,8.20,0.00,0.00
277.05,8.40,0.00,0.00
277.13,8.09,0.00,0.00
277.18,8.33,0.07,0.00
278.67,8.21,0.00,0.00
