eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
322.13,16.82,258.01,12.70
316.07,6.84,433.99,12.78
314.73,8.62,434.36,12.62
315.91,8.83,434.25,12.80
314.63,8.55,434.85,12.76
316.60,8.52,434.05,12.86
314.87,8.62,434.41,12.58
315.97,8.57,434.26,12.50
315.45,8.61,433.77,13.08
315.42,8.52,433.68,12.67
314.67,9.50,7.91,0.29
316.07,9.52,0.00,0.00
314.40,9.21,0.00,0.00
315.57,9.48,0.00,0.00
315.73,9.37,0.00,0.00
315.53,9.15,0.00,0.00
315.81,9.37,0.00,0.00
314.47,9.34,0.00,0.00
315.50,9.19,0.00,0.00
316.19,9.32,0.00,0.00
315.55,9.53,0.00,0.00
315.59,9.23,0.00,0.00
314.37,9.23,0.00,0.00
316.18,9.33,0.00,0.00
315.65,9.24,0.00,0.00
314.44,9.24,0.00,0.00
315.87,9.23,0.00,0.00
315.46,9.37,0.00,0.00
315.95,9.35,0.00,0.00
314.39,9.37,0.00,0.00
315.77,9.29,0.00,0.00
316.18,9.35,0.00,0.00
314.82,9.16,0.00,0.00
315.45,9.07,0.00,0.00
316.11,9.40,0.00,0.00
314.65,9.19,0.07,0.00
315.53,9.12,0.00,0.00
316.02,9.21,0.00,0.00
314.30,9.29,0.00,0.00
315.99,9.36,0.00,0.00
315.05,9.39,0.00,0.00
315.78,9.41,0.00,0.00
316.10,9.30,0.00,0.00
315.07,9.37,0.00,0.00
315.82,9.28,0.00,0.00
315.12,9.30,0.00,0.00
314.86,9.30,0.00,0.00
316.06,9.32,0.00,0.00
314.61,9.23,0.00,0.00
316.16,9.16,0.00,0.00
314.56,9.38,0.00,0.00
316.48,9.20,0.00,0.00
314.54,9.15,0.00,0.00
