eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
174.16,13.06,62.71,5.25
259.48,8.20,57.11,0.71
0.68,0.76,56.47,0.97
205.51,6.45,57.07,1.75
449.35,13.31,56.73,1.77
448.37,12.77,56.55,1.72
448.35,13.16,56.60,1.62
448.04,12.90,56.31,1.56
449.05,12.72,56.29,1.52
447.59,12.96,56.77,1.65
448.91,12.75,1.36,0.00
448.33,12.84,0.00,0.00
449.12,13.14,0.00,0.00
448.41,13.10,0.00,0.00
447.99,12.76,0.00,0.00
448.80,12.85,0.00,0.00
447.82,13.07,0.00,0.00
449.45,12.93,0.00,0.00
447.75,12.87,0.00,0.00
448.96,12.91,0.00,0.00
448.29,12.71,0.00,0.00
447.78,13.18,0.00,0.00
448.94,12.99,0.00,0.00
449.25,12.70,0.00,0.00
448.05,12.85,0.00,0.00
448.87,12.96,0.00,0.00
447.84,12.92,0.00,0.00
449.12,12.72,0.00,0.00
447.93,12.84,0.07,0.00
448.75,12.84,0.00,0.00
447.81,12.72,0.00,0.00
449.49,12.94,0.00,0.00
447.96,12.89,0.00,0.00
449.04,12.78,0.00,0.00
447.59,12.85,0.00,0.00
449.34,12.86,0.00,0.00
448.32,12.92,0.00,0.00
448.33,12.91,0.00,0.00
447.98,12.71,0.00,0.00
449.44,12.88,0.00,0.00
448.28,13.02,0.00,0.00
448.03,12.85,0.00,0.00
449.15,12.83,0.00,0.00
448.37,12.72,0.00,0.00
448.40,12.73,0.00,0.00
448.55,12.81,0.00,0.00
448.28,12.85,0.07,0.00
448.01,12.78,0.00,0.00
