eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
85.85,12.08,91.17,6.08
512.09,16.18,348.38,10.00
502.02,15.67,339.35,9.53
502.04,15.00,337.45,9.41
502.28,15.32,338.99,9.39
502.46,15.04,338.85,9.26
502.12,15.18,339.01,9.31
501.35,15.17,338.75,9.31
502.23,15.07,338.77,9.14
502.15,15.43,337.46,9.13
503.02,14.91,219.08,6.00
501.99,15.04,0.00,0.00
502.49,14.84,0.00,0.00
502.15,15.29,0.00,0.00
502.33,15.23,0.00,0.00
500.91,15.14,0.00,0.00
502.36,15.07,0.00,0.00
502.20,14.87,0.00,0.00
502.32,14.94,0.00,0.00
502.80,15.20,0.00,0.00
500.98,15.18,0.00,0.00
502.12,15.07,0.00,0.00
502.35,15.28,0.00,0.00
502.19,14.80,0.00,0.00
502.21,15.10,0.00,0.00
502.98,15.26,0.00,0.00
501.20,15.15,0.00,0.00
502.34,14.99,0.00,0.00
502.87,14.96,0.00,0.00
501.41,14.93,0.00,0.00
503.34,15.27,0.00,0.00
502.00,15.03,0.00,0.00
501.48,15.04,0.00,0.00
503.04,15.02,0.00,0.00
502.01,14.86,0.00,0.00
502.53,15.13,0.00,0.00
