eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
326.75,17.21,392.40,15.40
323.89,8.99,420.63,12.26
323.17,8.70,420.79,12.43
323.42,8.70,420.42,12.29
325.17,8.87,420.59,12.37
323.73,9.15,421.27,12.50
323.97,8.82,421.63,12.01
323.63,9.19,420.60,12.55
323.09,8.89,420.41,12.26
324.79,8.74,421.59,12.49
322.85,9.55,7.93,0.22
323.66,9.92,0.00,0.00
323.85,9.43,0.00,0.00
323.87,9.77,0.00,0.00
323.93,9.51,0.00,0.00
323.76,9.63,0.00,0.00
324.14,9.71,0.00,0.00
323.81,9.34,0.00,0.00
323.98,9.60,0.00,0.00
323.83,9.44,0.00,0.00
323.81,9.27,0.00,0.00
323.77,9.79,0.00,0.00
324.41,9.80,0.00,0.00
323.73,9.44,0.00,0.00
324.25,9.50,0.00,0.00
323.61,9.47,0.00,0.00
323.75,9.35,0.00,0.00
324.11,9.52,0.00,0.00
323.62,9.57,0.00,0.00
324.19,9.44,0.00,0.00
323.96,9.58,0.00,0.00
322.64,9.69,0.00,0.00
324.17,9.49,0.00,0.00
323.97,9.45,0.00,0.00
324.62,9.62,0.00,0.00
323.86,9.84,0.07,0.00
323.85,9.38,0.00,0.00
323.05,9.50,0.00,0.00
323.83,9.60,0.00,0.00
324.31,9.66,0.00,0.00
324.26,9.67,0.00,0.00
322.93,9.58,0.00,0.00
324.63,9.46,0.00,0.00
322.82,9.55,0.00,0.00
324.60,9.56,0.00,0.00
324.07,9.55,0.00,0.00
323.01,9.42,0.00,0.00
324.13,9.50,0.00,0.00
324.45,9.41,0.00,0.00
323.46,9.51,0.00,0.00
324.24,9.57,0.00,0.00
323.03,9.32,0.00,0.00
