eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
284.78,15.64,370.54,14.02
278.56,7.76,404.72,9.50
276.49,7.87,403.87,12.32
278.12,7.52,405.15,12.44
277.03,7.75,403.74,12.04
276.93,7.61,403.55,12.35
278.25,7.51,405.20,12.06
277.26,7.64,403.73,11.96
277.42,7.63,404.42,12.28
276.23,7.53,404.25,12.08
278.15,8.59,6.86,0.22
276.94,8.44,0.00,0.00
276.84,8.20,0.00,0.00
278.57,8.81,0.00,0.00
276.68,8.05,0.00,0.00
276.71,8.15,0.00,0.00
278.36,8.34,0.00,0.00
276.87,8.30,0.00,0.00
277.99,8.29,0.00,0.00
277.17,8.24,0.00,0.00
276.75,8.15,0.00,0.00
278.15,8.36,0.00,0.00
276.87,8.27,0.00,0.00
276.81,8.62,0.00,0.00
278.27,8.34,0.00,0.00
277.10,8.34,0.00,0.00
276.90,8.16,0.00,0.00
278.09,8.16,0.00,0.00
276.91,8.24,0.00,0.00
276.80,8.23,0.00,0.00
278.24,8.24,0.00,0.00
277.22,8.16,0.00,0.00
276.73,8.30,0.00,0.00
278.24,8.17,0.00,0.00
276.90,8.23,0.00,0.00
277.00,8.28,0.07,0.00
278.07,8.30,0.00,0.00
276.85,8.57,0.00,0.00
276.92,8.12,0.00,0.00
278.25,8.41,0.00,0.00
277.16,8.33,0.00,0.00
276.85,8.25,0.00,0.00
276.93,8.13,0.00,0.00
278.34,8.31,0.00,0.00
276.98,8.29,0.00,0.00
276.93,8.23,0.00,0.00
278.22,8.27,0.00,0.00
276.86,8.23,0.00,0.00
277.18,8.22,0.00,0.00
276.98,8.24,0.00,0.00
277.11,8.24,0.00,0.00
278.62,8.34,0.00,0.00
277.02,8.22,0.00,0.00
277.15,8.25,0.00,0.00
276.98,8.23,0.00,0.00
276.97,8.22,0.00,0.00
278.09,8.14,0.00,0.00
277.14,8.33,0.00,0.00
277.22,8.34,0.00,0.00
277.13,8.15,0.00,0.00
278.37,8.20,0.00,0.00
277.35,8.29,0.07,0.00
