eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
312.10,16.61,114.12,8.03
281.22,8.25,141.50,4.95
397.92,10.95,142.05,2.70
400.12,11.83,140.93,4.43
399.32,11.63,141.54,3.80
398.18,11.94,141.85,4.10
399.88,11.78,141.60,3.93
398.22,11.66,141.68,3.89
399.73,11.59,141.23,3.91
399.87,11.99,141.79,3.80
398.38,11.50,4.07,0.14
399.78,11.84,0.00,0.00
399.29,11.65,0.00,0.00
398.21,11.77,0.00,0.00
399.32,11.70,0.00,0.00
399.66,11.60,0.00,0.00
398.43,12.12,0.00,0.00
399.92,11.80,0.00,0.00
399.47,11.55,0.00,0.00
398.24,11.82,0.00,0.00
399.30,11.64,0.00,0.00
399.82,11.64,0.00,0.00
398.37,11.47,0.00,0.00
399.81,11.76,0.00,0.00
399.15,11.70,0.00,0.00
399.58,11.63,0.00,0.00
398.24,11.52,0.00,0.00
399.79,11.89,0.00,0.00
398.25,11.56,0.00,0.00
399.44,11.57,0.00,0.00
399.84,11.72,0.00,0.00
399.45,11.51,0.00,0.00
397.87,11.89,0.00,0.00
399.69,11.81,0.00,0.00
399.45,11.81,0.00,0.00
399.67,11.64,0.07,0.00
398.04,11.69,0.00,0.00
399.74,11.57,0.00,0.00
399.74,11.70,0.00,0.00
398.44,11.64,0.00,0.00
399.83,11.86,0.00,0.00
398.65,11.56,0.00,0.00
399.74,11.60,0.00,0.00
398.86,11.57,0.00,0.00
398.36,11.66,0.00,0.00
400.10,11.83,0.00,0.00
398.36,11.79,0.00,0.00
400.12,11.73,0.00,0.00
398.34,11.63,0.00,0.00
399.73,11.74,0.00,0.00
