eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
346.63,18.42,246.67,10.19
427.29,12.88,312.99,8.80
435.22,12.91,315.34,8.76
433.00,12.89,315.40,8.69
434.39,12.82,315.93,8.94
434.34,12.78,316.11,8.70
434.13,12.79,314.69,8.60
435.04,12.95,315.71,8.55
434.23,12.66,315.89,8.64
433.36,12.67,314.36,8.68
435.01,12.91,5.22,0.14
434.34,12.68,0.00,0.00
433.36,12.82,0.00,0.00
435.02,12.72,0.00,0.00
434.20,12.38,0.00,0.00
434.27,12.44,0.00,0.00
433.05,12.80,0.00,0.00
434.97,12.66,0.00,0.00
434.23,12.54,0.00,0.00
434.37,12.57,0.00,0.00
434.47,12.39,0.00,0.00
434.03,12.39,0.00,0.00
434.36,12.58,0.00,0.00
433.08,12.86,0.00,0.00
434.44,12.54,0.00,0.00
434.29,12.58,0.00,0.00
434.84,12.51,0.00,0.00
433.14,12.54,0.00,0.00
434.31,12.71,0.00,0.00
434.51,12.72,0.00,0.00
434.99,12.58,0.00,0.00
433.02,12.42,0.00,0.00
434.86,12.55,0.00,0.00
434.70,12.43,0.00,0.00
433.29,12.39,0.00,0.00
435.14,12.60,0.07,0.00
433.93,12.53,0.00,0.00
433.42,12.25,0.00,0.00
434.64,12.45,0.00,0.00
434.82,12.44,0.00,0.00
433.93,12.68,0.00,0.00
