eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
468.80,23.13,216.55,8.69
554.01,16.64,210.15,5.96
555.60,16.71,210.69,5.70
554.86,16.52,209.30,5.69
554.81,16.52,210.81,5.70
554.91,16.35,210.34,5.69
554.73,16.44,209.88,5.72
554.79,16.26,209.06,5.71
554.86,16.66,210.78,5.70
554.57,16.53,210.02,5.78
554.97,16.45,4.07,0.15
554.79,16.76,0.00,0.00
554.83,16.60,0.00,0.00
554.86,16.70,0.00,0.00
554.77,16.05,0.00,0.00
554.87,16.26,0.00,0.00
553.62,16.60,0.00,0.00
555.98,16.28,0.00,0.00
553.64,16.44,0.00,0.00
555.95,16.36,0.00,0.00
554.74,16.19,0.00,0.00
554.54,16.53,0.00,0.00
554.75,16.20,0.00,0.00
555.20,16.42,0.00,0.00
554.82,16.31,0.00,0.00
554.85,16.42,0.00,0.00
554.84,16.31,0.00,0.00
554.14,16.43,0.00,0.00
555.37,16.45,0.00,0.00
554.97,16.22,0.00,0.00
554.51,16.54,0.00,0.00
553.75,16.25,0.00,0.00
555.50,16.23,0.00,0.00
555.04,16.48,0.00,0.00
