eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
514.77,22.66,126.69,7.32
596.06,17.28,117.70,3.34
594.90,17.19,117.51,3.24
595.13,17.23,116.95,3.35
593.98,17.36,116.74,3.28
595.88,17.14,117.97,3.30
595.10,17.66,117.14,3.31
594.77,17.19,117.40,3.31
595.10,17.11,117.68,3.24
594.92,17.37,117.16,3.32
595.00,17.47,1.36,0.08
594.69,17.33,0.00,0.00
594.85,17.20,0.00,0.00
595.01,17.20,0.00,0.00
594.45,17.08,0.00,0.00
595.91,17.02,0.00,0.00
594.91,17.18,0.00,0.00
595.05,17.23,0.00,0.00
594.80,17.10,0.00,0.00
595.06,17.27,0.00,0.00
595.00,17.34,0.00,0.00
594.87,17.10,0.00,0.00
594.69,17.07,0.00,0.00
595.30,17.15,0.00,0.00
595.01,17.01,0.00,0.00
594.51,17.34,0.00,0.00
595.17,16.97,0.00,0.00
595.02,17.20,0.00,0.00
595.13,17.03,0.00,0.00
595.06,17.09,0.00,0.00
595.04,17.08,0.00,0.00
593.78,17.19,0.00,0.00
595.12,16.97,0.00,0.00
