eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
401.81,19.91,223.38,10.20
409.60,12.16,255.02,8.20
409.55,11.20,255.78,7.65
410.21,11.24,254.01,7.54
408.74,10.99,255.07,8.02
410.16,10.92,255.02,7.86
409.21,11.16,254.50,8.10
409.59,11.15,255.38,7.77
409.20,11.01,255.27,8.16
408.55,10.98,253.87,7.81
410.29,11.97,6.86,0.15
408.86,11.91,0.00,0.00
409.75,11.70,0.00,0.00
408.70,12.00,0.00,0.00
410.47,11.94,0.00,0.00
408.54,11.70,0.00,0.00
409.88,11.64,0.00,0.00
409.98,11.71,0.00,0.00
408.62,12.12,0.00,0.00
409.80,11.71,0.00,0.00
408.71,11.79,0.00,0.00
410.26,11.72,0.00,0.00
409.83,11.63,0.00,0.00
408.52,11.81,0.00,0.00
410.18,12.05,0.00,0.00
408.51,11.70,0.00,0.00
410.18,11.86,0.00,0.00
408.56,11.79,0.00,0.00
409.98,11.71,0.00,0.00
409.94,11.95,0.00,0.00
408.72,11.83,0.00,0.00
410.04,11.65,0.00,0.00
408.56,11.63,0.00,0.00
409.75,11.70,0.00,0.00
410.07,11.73,0.00,0.00
408.75,11.68,0.07,0.00
408.81,11.81,0.00,0.00
410.51,11.76,0.00,0.00
409.32,11.63,0.00,0.00
408.84,11.63,0.00,0.00
410.07,11.70,0.00,0.00
409.31,11.58,0.00,0.00
409.13,11.64,0.00,0.00
409.15,11.76,0.00,0.00
410.42,11.69,0.00,0.00
