eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
336.82,18.82,583.47,25.13
326.31,14.43,578.79,35.44
326.25,11.12,580.17,19.53
326.35,12.38,578.86,18.82
326.52,13.50,579.17,17.93
273.30,11.26,579.10,19.75
326.49,10.67,579.12,21.87
326.48,12.69,579.09,17.17
326.47,11.26,579.08,21.59
326.50,11.01,579.13,21.65
326.51,10.48,579.15,18.46
326.48,12.05,579.10,20.32
326.47,12.24,579.08,19.55
326.50,13.10,579.13,20.13
326.43,12.38,579.01,20.43
326.26,13.37,578.71,17.77
295.26,10.16,578.71,20.12
302.66,11.76,578.75,19.74
326.31,10.72,580.27,21.21
326.51,12.55,579.14,20.02
326.47,9.96,579.08,18.13
326.53,11.06,579.19,15.33
326.26,10.15,578.71,19.36
