eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
132.72,6.26,175.67,8.57
314.79,18.02,434.50,21.53
315.97,15.77,434.08,21.52
314.45,8.81,434.04,14.68
315.93,9.67,434.03,11.46
315.96,11.47,434.08,15.32
315.87,7.65,433.95,15.46
314.43,10.32,435.48,13.47
315.94,8.75,434.05,13.14
314.63,9.84,434.27,14.96
315.91,9.38,434.01,12.50
316.00,9.67,434.13,14.38
312.99,9.04,434.05,15.27
317.41,10.77,434.03,12.55
316.05,13.76,434.20,18.72
314.45,15.58,434.03,21.60
315.92,15.64,434.02,21.56
315.91,15.71,434.01,21.63
314.39,11.49,435.43,17.81
316.03,9.31,434.18,12.49
315.92,11.79,434.03,13.33
314.45,9.30,434.03,11.69
315.94,8.88,434.04,16.17
315.91,9.21,228.81,7.13
314.71,9.64,378.24,13.18
316.10,8.60,434.26,13.35
314.52,9.58,434.13,11.77
315.94,7.72,434.05,11.90
314.40,11.10,433.96,12.08
