eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
425.03,11.71,215.69,8.90
417.76,10.25,203.72,8.08
417.79,13.98,205.20,6.85
417.81,25.94,205.22,5.05
417.78,25.94,203.72,4.98
416.32,25.12,205.21,7.72
417.43,25.90,205.23,4.98
417.81,21.95,203.74,8.95
417.79,20.42,205.21,10.03
417.77,20.77,205.20,10.03
417.78,20.86,203.72,9.96
416.64,20.42,205.22,9.89
417.78,10.39,205.20,4.98
417.82,12.36,203.61,5.57
410.42,11.11,205.21,12.16
423.73,10.10,205.22,12.74
417.80,10.10,203.73,12.65
339.56,8.88,205.21,12.74
411.91,10.03,205.22,12.74
414.62,9.81,203.73,12.65
417.79,11.86,205.21,12.13
417.80,10.17,205.21,11.66
417.80,12.57,203.73,11.57
404.54,9.89,205.22,11.66
425.51,10.03,205.26,12.32
417.81,11.79,203.74,12.65
417.81,11.16,205.21,12.74
417.81,11.04,203.74,12.65
416.32,11.83,205.21,6.14
417.80,10.25,205.21,4.98
417.75,10.17,203.71,4.98
414.43,11.37,205.19,5.05
417.79,10.46,205.20,4.98
417.88,10.03,203.77,4.98
417.40,14.56,205.20,5.05
413.36,11.54,205.20,4.98
420.74,10.03,203.73,4.98
411.55,12.59,205.21,6.48
417.79,10.10,205.21,12.00
417.79,10.03,203.73,12.65
351.65,11.69,205.32,12.68
0.00,0.00,205.21,11.98
