eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
106.24,6.36,471.42,22.89
116.65,6.61,595.04,29.42
118.09,5.31,594.89,21.93
116.63,5.99,594.97,16.67
118.11,4.98,594.99,17.28
116.63,4.11,594.95,15.86
116.64,3.59,595.01,19.62
118.11,5.36,595.00,15.67
106.29,4.76,594.95,14.58
116.62,4.26,594.93,14.51
118.11,3.67,594.99,19.17
116.63,3.16,594.96,17.21
118.10,4.19,594.93,15.84
116.63,4.35,594.98,15.93
118.11,3.76,594.99,14.50
115.16,3.32,594.98,17.69
119.59,4.24,595.01,16.12
103.34,4.43,594.97,16.43
116.63,4.77,594.94,16.36
118.11,4.61,594.96,17.03
116.65,4.29,595.05,17.36
116.62,4.45,594.92,14.50
118.10,4.69,594.94,14.50
116.63,4.64,594.97,17.77
118.11,5.23,594.98,14.50
116.63,5.71,594.95,17.66
118.11,5.13,595.00,16.83
116.63,4.06,594.94,19.69
118.11,3.58,594.98,16.45
116.63,4.74,594.97,17.90
