eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
129.79,7.26,570.03,23.65
100.39,5.04,594.95,36.65
118.16,5.91,595.23,28.72
116.63,4.70,594.97,15.75
116.62,4.45,594.93,17.11
118.16,4.92,595.24,17.23
116.63,5.24,594.95,15.95
118.11,5.66,594.96,15.75
104.91,4.12,595.46,15.98
113.66,4.70,594.89,19.91
121.06,5.06,594.98,19.14
116.65,3.50,595.05,16.74
116.63,4.00,594.97,17.22
118.11,4.03,594.97,15.68
116.63,5.48,594.98,17.37
118.11,4.18,594.96,16.59
116.63,4.29,594.96,16.29
118.11,5.23,594.97,16.84
116.63,5.05,594.96,15.87
118.10,6.03,594.90,20.33
116.63,4.35,594.97,14.58
118.11,4.75,594.99,16.05
116.64,3.64,595.00,15.53
116.70,4.04,593.86,19.10
118.11,3.03,594.96,16.09
116.63,4.03,594.98,18.01
118.10,4.41,594.94,15.16
116.63,4.97,594.95,15.95
109.25,4.19,594.98,15.46
