eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
597.77,19.68,128.67,6.25
594.95,34.52,107.77,5.14
594.96,29.42,118.11,5.91
595.14,24.64,116.67,4.99
594.96,18.05,118.11,5.63
594.94,17.08,116.63,4.29
595.08,15.77,118.13,4.60
595.50,17.11,109.35,4.77
594.99,15.87,116.64,4.50
594.92,17.21,118.10,3.79
594.99,14.50,116.64,4.37
594.98,17.96,118.11,3.49
594.99,15.09,116.64,4.88
595.08,17.63,118.13,4.62
594.89,16.92,116.62,4.36
594.97,15.35,116.63,5.24
594.95,17.69,91.53,3.10
594.93,15.94,110.72,5.59
594.99,17.02,116.64,4.97
595.03,16.04,118.12,5.01
594.91,15.87,116.62,5.13
594.93,16.05,118.10,4.11
594.99,18.13,116.64,5.13
594.99,14.58,116.64,5.19
594.94,17.50,118.10,3.25
594.92,15.84,116.62,4.61
595.02,16.15,118.12,5.52
594.98,18.18,103.35,4.08
595.01,15.95,118.12,4.66
572.78,16.70,113.78,5.05
