eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
111.33,6.50,599.36,15.51
122.53,6.09,594.95,26.78
118.11,5.41,595.00,36.65
116.66,5.70,595.13,26.94
116.63,5.85,594.98,29.08
104.83,4.68,595.00,25.34
50.20,2.00,595.00,18.87
118.11,5.06,594.97,16.23
116.63,3.67,594.95,18.88
118.12,4.98,595.02,18.09
116.63,4.75,594.95,15.75
118.10,4.22,594.94,17.31
116.62,4.68,594.89,16.84
118.10,3.88,594.94,14.50
116.63,4.21,594.98,17.58
118.11,5.15,594.98,17.79
104.82,4.46,594.98,16.84
118.11,5.24,594.99,15.76
116.63,5.02,594.95,17.53
118.11,5.18,594.98,15.86
103.32,3.95,594.82,17.20
116.63,5.07,594.95,16.74
118.11,5.30,594.96,17.10
116.63,5.15,594.95,18.10
118.11,5.37,594.96,17.39
116.63,3.99,594.94,14.50
104.82,3.92,594.94,17.07
106.30,3.94,594.99,16.04
116.62,4.47,594.89,18.08
118.10,4.88,594.94,15.68
