eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
152.87,8.17,406.23,17.32
141.72,7.27,398.60,19.26
141.71,5.85,398.56,16.92
141.73,4.28,400.09,15.03
141.73,5.34,398.61,14.90
141.73,5.66,398.63,13.10
141.73,5.23,400.09,13.48
141.71,5.58,398.57,13.56
125.50,5.65,376.49,13.42
141.73,4.80,398.61,16.17
141.73,5.02,398.61,15.84
141.71,6.24,400.03,14.91
141.73,5.53,398.62,15.03
141.73,3.54,400.09,13.23
141.73,4.20,398.62,12.64
141.72,4.59,398.59,13.07
141.82,4.56,400.35,15.62
140.33,5.59,398.82,12.45
141.73,6.04,398.60,15.67
124.00,5.89,400.05,15.86
125.47,5.27,398.55,13.59
141.73,4.24,398.60,14.49
141.81,6.35,400.31,13.25
141.73,5.69,398.61,15.64
141.73,4.59,398.60,14.91
141.80,4.58,400.29,13.74
141.72,3.56,398.60,14.30
141.73,6.97,398.60,14.00
141.72,3.95,400.07,15.46
141.74,5.37,398.64,13.70
141.73,3.46,400.08,14.76
140.25,4.46,398.60,14.30
141.73,6.00,398.60,12.48
141.72,3.46,400.07,15.02
141.72,4.97,398.59,14.56
141.85,3.83,398.96,14.06
141.73,6.67,400.09,15.62
141.72,5.27,398.60,13.63
141.73,3.46,398.60,13.71
