eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
132.84,5.67,465.66,20.32
121.11,7.35,462.27,23.16
121.10,6.82,462.27,22.64
121.12,6.59,462.33,23.22
119.58,4.93,462.07,17.99
121.06,4.99,462.10,14.68
112.20,5.03,462.09,13.86
121.06,4.58,462.09,13.50
121.05,4.93,462.07,13.69
121.05,5.51,462.05,15.26
119.68,3.73,462.48,16.76
121.06,2.96,462.09,15.33
121.06,4.51,462.09,17.54
121.06,4.07,463.57,14.44
121.12,3.39,462.32,14.66
121.13,3.67,462.36,14.45
119.61,5.95,462.19,15.83
121.14,4.38,462.39,17.04
121.08,5.37,462.17,14.29
121.11,3.80,462.29,16.85
121.11,3.67,462.27,16.43
121.11,3.03,462.29,19.82
106.33,4.36,462.24,14.14
121.12,5.69,462.32,16.51
121.10,3.46,462.26,15.29
121.07,5.12,462.13,17.06
121.06,4.51,462.09,15.30
121.05,4.78,462.07,15.07
121.12,5.47,462.33,17.01
119.58,5.06,462.09,14.16
121.03,3.45,461.99,16.20
121.06,3.87,462.08,14.92
121.06,4.60,463.55,15.92
121.07,3.99,462.12,14.36
121.12,4.35,462.31,18.33
121.06,5.38,462.11,17.09
