eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
509.59,22.67,346.79,13.90
501.97,18.10,338.09,10.16
501.99,18.96,339.58,12.31
501.95,18.19,338.08,13.05
501.98,19.77,339.57,11.35
501.94,17.05,338.07,10.41
503.41,20.03,338.06,11.97
501.01,19.64,338.44,12.27
503.46,20.51,339.58,9.17
502.20,18.03,338.25,11.83
412.05,16.43,338.21,11.40
502.29,22.30,339.78,9.11
304.14,11.69,338.10,11.38
501.96,19.31,338.08,11.48
404.65,17.27,339.67,11.42
503.40,20.25,338.06,12.40
502.13,22.06,338.20,11.08
410.48,16.70,339.61,10.86
197.94,8.68,338.28,9.97
502.15,18.81,338.21,10.62
412.14,15.82,338.28,9.89
502.21,20.33,339.73,12.11
502.23,21.41,338.27,11.14
502.15,17.08,338.21,12.18
308.51,12.91,338.03,12.21
510.81,19.92,339.56,11.36
